pmid,title,pub_year,pubtype,journal
26629388,Primary Endometrial Squamous Cell Carcinoma In Situ: Report of a rare disease.,2015,Journal Article,Sultan Qaboos University medical journal
26604862,Taking Control of Castleman Disease: Leveraging Precision Medicine Technologies to Accelerate Rare Disease Research.,2015,Journal Article; Review,The Yale journal of biology and medicine
26603037,"High quality, patient centred and coordinated care for Alstrom syndrome: a model of care for an ultra-rare disease.",2015,Journal Article,Orphanet journal of rare diseases
26586608,A small n sequential multiple assignment randomized trial design for use in rare disease research.,2016,"Journal Article; Research Support, N.I.H., Extramural",Contemporary clinical trials
26584909,Isolated renal echinococcosis: a rare disease.,2015,Case Reports; Journal Article,BMJ case reports
26583595,"Urachal cancer: contemporary review of the pathological, surgical, and prognostic aspects of this rare disease.",2016,Journal Article; Review,Minerva urologica e nefrologica = The Italian journal of urology and nephrology
26568328,Automated semantic annotation of rare disease cases: a case study.,2015,Published Erratum,Database : the journal of biological databases and curation
26561525,Vancomycin-induced acute generalized exanthematous pustulosis (AGEP) masquerading septic shock-an unusual presentation of a rare disease.,2015,Case Reports; Journal Article,Journal of intensive care
26554785,A Case Report: The Diagnosis and Therapeutic Evaluation for a Rare Disease of Langerhans Cell Histiocytosis Involving Thyroid.,2015,"Case Reports; Journal Article; Research Support, Non-U.S. Gov't",Medicine
26540381,Model network: Canadian program aims to generate models for rare disease.,2015,News,Nature medicine
26538731,A Sporadic Case of Ichthyosis Curth Macklin: Rare Presentation of a Rare Disease.,2015,Journal Article,Indian journal of dermatology
26536881,Wide disparity of clinical genetics services and EU rare disease research funding across Europe.,2016,Journal Article,Journal of community genetics
26488042,Supporting patients with a rare disease.,2015,Journal Article; Personal Narrative,Australian family physician
26488040,A powerful team: the family physician advocating for patients with a rare disease.,2015,Case Reports; Journal Article,Australian family physician
26461050,Hereditary Progressive Mucinous Histiocytosis: New Insights Into a Rare Disease.,2015,Case Reports; Journal Article,Pediatric dermatology
26446135,HEALER: homomorphic computation of ExAct Logistic rEgRession for secure rare disease variants analysis in GWAS.,2016,"Evaluation Study; Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't","Bioinformatics (Oxford, England)"
26442199,"Rare disease diagnosis: A review of web search, social media and large-scale data-mining approaches.",2015,Journal Article; Review,"Rare diseases (Austin, Tex.)"
26440849,"Hereditary Sensory Autonomic Neuropathy II, a rare disease in a large Pakistani family.",2015,Case Reports; Journal Article,JPMA. The Journal of the Pakistan Medical Association
26438710,Case Report: When an Induced Illness Looks Like a Rare Disease.,2015,Case Reports; Journal Article,Pediatrics
26414138,[Analysis of hospital outpatient care of a rare disease: cystic fibrosis].,2015,English Abstract; Journal Article; Multicenter Study,"Sante publique (Vandoeuvre-les-Nancy, France)"
26409619,Rare Disease Terminology and Definitions-A Systematic Global Review: Report of the ISPOR Rare Disease Special Interest Group.,2015,Consensus Development Conference; Guideline; Journal Article; Review,Value in health : the journal of the International Society for Pharmacoeconomics and Outcomes Research
26405290,The changing face of a rare disease: lymphangioleiomyomatosis.,2015,Journal Article; Review,The European respiratory journal
26396618,Infratentorial hemorrhagic cerebral proliferative angiopathy: A rare presentation of a rare disease.,2015,Case Reports; Journal Article,Asian journal of neurosurgery
26380748,Bilateral multiple intrapulmonary nodules: a puzzled and rare disease.,2015,Journal Article,Journal of thoracic disease
26378430,Mitigating false-positive associations in rare disease gene discovery.,2015,"Journal Article; Research Support, N.I.H., Extramural",Human mutation
26375747,Pediatric Primary splenic angiosarcoma: A very rare disease.,2015,Case Reports; Journal Article,La Tunisie medicale
26365496,The long tail and rare disease research: the impact of next-generation sequencing for rare Mendelian disorders.,2015,Journal Article; Review,Genetics research
26341673,"Glucose Transporter Type I Deficiency (G1D) at 25 (1990-2015): Presumptions, Facts, and the Lives of Persons With This Rare Disease.",2015,"Case Reports; Journal Article; Research Support, N.I.H., Extramural; Review",Pediatric neurology
26339020,Documenting rare disease data in China.,2015,Letter,"Science (New York, N.Y.)"
26312238,Histiocytic sarcoma; case report of a rare disease in a kidney transplant recipient.,2015,Case Reports; Journal Article,Journal of nephropathology
26310374,"Detection of a Distinctive Genomic Signature in Rhabdoid Glioblastoma, A Rare Disease Entity Identified by Whole Exome Sequencing and Whole Transcriptome Sequencing.",2015,Journal Article,Translational oncology
26295439,The Matchmaker Exchange: a platform for rare disease gene discovery.,2015,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",Human mutation
26294444,Consensus on the criteria needed for creating a rare-disease patient registry. A Delphi study.,2016,"Journal Article; Research Support, Non-U.S. Gov't","Journal of public health (Oxford, England)"
26274774,[The Compression Syndrome of Lumbar Arteries - Case Report of a Rare Disease Pattern].,2015,Case Reports; English Abstract; Journal Article; Review,Zentralblatt fur Chirurgie
26258082,Emphysematous Cystitis: A Rare Disease of Genito-Urinary System.,2015,Case Reports; Journal Article,North American journal of medical sciences
26256992,Spontaneous Pneumomediastinum: A Rare Disease Associated with Chest Pain in Adolescents.,2015,Journal Article,Yonsei medical journal
26254512,An unusual onset of a rare disease.,2015,Case Reports; Journal Article,Digestive and liver disease : official journal of the Italian Society of Gastroenterology and the Italian Association for the Study of the Liver
26245772,A rare disease in an atypical location-Kimura's Disease of the upper extremity.,2015,Case Reports; Journal Article; Review,Skeletal radiology
26225588,Rare Disease Issue: What Do Neonatal Nurses Need to Know About Rare Diseases?,2015,Editorial,Advances in neonatal care : official journal of the National Association of Neonatal Nurses
26210877,[Pleural pseudomyxoma: A rare disease].,2015,Case Reports; Letter,Revue de pneumologie clinique
26210760,Preseptal cellulitis caused by Neisseria gonorrhoeae: A rare disease need to be vigilant.,2017,Case Reports; Letter,"Journal of microbiology, immunology, and infection = Wei mian yu gan ran za zhi"
26206779,Van der Knaap disease: a rare disease with atypical features.,2015,Case Reports; Journal Article,BMJ case reports
26204453,Breast Cancer in Young Women: Rare Disease or Public Health Problem?,2015,"Journal Article; Research Support, Non-U.S. Gov't",JAMA oncology
26182498,[The future direction of rare disease in China: from the current diagnosis and treatment situation of Gaucher disease].,2015,Editorial,Zhonghua er ke za zhi = Chinese journal of pediatrics
26178003,Neonatal acute lymphocytic leukaemia: an unusual presentation of a rare disease.,2015,Case Reports; Journal Article,BMJ case reports
26153994,Alexion pays big for Synageva's rare disease drug candidate.,2015,News,Nature biotechnology
26140565,"A rare disease presenting as pyrexia, hepatosplenomegaly and pancytopenia.",2015,Case Reports; Journal Article,"British journal of hospital medicine (London, England : 2005)"
29264141,Extensive prostatic calculi in alkaptonuria: An unusual manifestation of rare disease.,2015,Case Reports; Journal Article,Asian journal of urology
26119816,The Human Phenotype Ontology: Semantic Unification of Common and Rare Disease.,2015,"Journal Article; Research Support, Non-U.S. Gov't",American journal of human genetics
26113980,Pancreatic neuroendocrine tumors with transformation to insulinoma: an unusual presentation of a rare disease.,2015,Journal Article,"Endocrinology, diabetes & metabolism case reports"
26112563,[Acute abdominal pain: when to think about a rare disease?].,2015,Journal Article,Archives de pediatrie : organe officiel de la Societe francaise de pediatrie
26110014,Pulmonary Alveolar Proteinosis: A Very Rare Disease and the Role of the Cardiac Surgeon in its Treatment.,2015,Journal Article,The journal of Tehran Heart Center
26094686,Cronkhite-Canada syndrome: A rare disease presenting with dermatological and gastrointestinal manifestations.,2016,Case Reports; Journal Article,The Australasian journal of dermatology
26091657,Renal infarct: a rare disease due to a rare etiology.,2015,Case Reports; Journal Article,Journal of community hospital internal medicine perspectives
26076518,[Protein-losing enteropathy due to intestinal lymphangiectasis: a rare disease. Report of two cases].,2015,Case Reports; English Abstract; Journal Article,Acta gastroenterologica Latinoamericana
26040337,"Malnutrition, pharmaconutrition and other considerations in AL amyloidosis, a rare disease with masquerading symptoms and usually delayed diagnosis.",2015,Case Reports; Journal Article,Nutricion hospitalaria
26006310,[Allergic dermatopathology or a rare disease?].,2016,Case Reports; Letter,Semergen
25992197,Anaemia in Waldmann's disease: A rare presentation of a rare disease.,2015,Case Reports; Journal Article,World journal of gastrointestinal endoscopy
25982157,"The eye as a window to a rare disease: ectopia lentis and homocystinuria, a Pakistani perspective.",2016,Journal Article,International ophthalmology
25959710,The supportive care needs of parents caring for a child with a rare disease: A scoping review.,2015,Journal Article; Scoping Review,Disability and health journal
25940078,Big data for a rare disease: Examining heart transplantation for left ventricular noncompaction in the United Network of Organ Sharing registry.,2015,Editorial; Comment,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation
25938284,The impact of smoke exposure on the clinical phenotype of alpha-1 antitrypsin deficiency in Ireland: exploiting a national registry to understand a rare disease.,2015,"Journal Article; Research Support, Non-U.S. Gov't",COPD
25935363,Policy recommendations for rare disease centres of expertise.,2015,"Journal Article; Research Support, Non-U.S. Gov't",Evaluation and program planning
25932475,"[Rare Disease Day 2015 -- rare diseases -- no longer ""orphans""].",2015,Journal Article,Zeitschrift fur Gastroenterologie
25895605,Rett Syndrome as a Rare Disease: A European Perspective.,2015,Journal Article,Public health genomics
25856667,"Translating rare-disease therapies into improved care for patients and families: what are the right outcomes, designs, and engagement approaches in health-systems research?",2016,"Journal Article; Research Support, Non-U.S. Gov't; Review",Genetics in medicine : official journal of the American College of Medical Genetics
25838650,Heavy and Light chain amyloidosois presenting as complete heart block: A rare presentation of a rare disease.,2015,Case Reports; Journal Article,Indian journal of nephrology
25818567,Malaria in Europe: a rare disease?,2015,Letter,Gaceta sanitaria
25780486,A case report on a rare disease: dyskeratosis congenita.,2015,Case Reports; Journal Article,Journal of clinical medicine research
25774581,[Calcific uremic arteriolopathy (Calcyphilaxis): a rare disease? Report of three cases].,2015,Case Reports; Journal Article,Giornale italiano di nefrologia : organo ufficiale della Societa italiana di nefrologia
25772857,ALK-Positive Inflammatory Myofibroblastic Tumor of the Nipple During Pregnancy-An Unusual Presentation of a Rare Disease.,2015,"Case Reports; Journal Article; Research Support, Non-U.S. Gov't",The breast journal
25770761,Multiple symmetric lipomatosis: a rare disease and its possible links to brown adipose tissue.,2015,"Journal Article; Research Support, Non-U.S. Gov't; Review","Nutrition, metabolism, and cardiovascular diseases : NMCD"
25766760,Squamous cell carcinoma of the scrotum: the revisit of a rare disease.,2017,Case Reports; Journal Article,ANZ journal of surgery
25757705,Recommendations for the development of rare disease drugs using the accelerated approval pathway and for qualifying biomarkers as primary endpoints.,2015,Journal Article; Review,Orphanet journal of rare diseases
25752156,Reducing the cost of rare disease drugs.,2015,Editorial,"Lancet (London, England)"
25745324,Alien hand and leg as the presenting feature of probable sporadic Creutzfeldt-Jakob disease: A rare presentation of a rare disease.,2015,Case Reports; Journal Article,Annals of Indian Academy of Neurology
25745668,Cystic schwannoma of the axillary region: imaging findings of a rare disease. Case report.,2015,Case Reports; Journal Article,Medical ultrasonography
25725454,Rare disease policies to improve care for patients in Europe.,2015,Journal Article,Biochimica et biophysica acta
25723631,Lessons from a rare disease: IgG subclass and disease severity in alloimmune antenatal membranous nephropathy.,2015,Journal Article; Comment,Kidney international
25707384,Training for a neurology career in a rare disease: The role of cyberconsults.,2015,"Journal Article; Research Support, N.I.H., Extramural; Review",Annals of neurology
25703386,GeneYenta: a phenotype-based rare disease case matching tool based on online dating algorithms for the acceleration of exome interpretation.,2015,"Journal Article; Research Support, Non-U.S. Gov't",Human mutation
25700380,Pleuroparenchymal fibroelastosis from a consecutive database: a rare disease entity?,2015,"Letter; Research Support, Non-U.S. Gov't",The European respiratory journal
25677717,Rare disease registries classification and characterization: a data mining approach.,2015,"Journal Article; Research Support, Non-U.S. Gov't",Public health genomics
25674387,Fragile X syndrome as a rare disease in China - Therapeutic challenges and opportunities.,2015,Journal Article; Review,Intractable & rare diseases research
25668609,[Unilateral agenesis of pulmonal artery in adults: a rare disease frequently undiagnosed].,2015,Case Reports; Journal Article,"Pneumologie (Stuttgart, Germany)"
25662802,Subdural empyema with pneumocephaly from acute mastoiditis in a healthy adult: a rare complication of a rare disease.,2015,Case Reports; Journal Article,The American journal of emergency medicine
25648394,Cost effective assay choice for rare disease study designs.,2015,"Letter; Research Support, Non-U.S. Gov't",Orphanet journal of rare diseases
25573151,Gaucher-related synucleinopathies: the examination of sporadic neurodegeneration from a rare (disease) angle.,2015,"Journal Article; Research Support, Non-U.S. Gov't; Review",Progress in neurobiology
25569780,"""A remarkable experience of god, shaping us as a family"": parents' use of faith following child's rare disease diagnosis.",2015,"Journal Article; Research Support, N.I.H., Extramural",Journal of health care chaplaincy
25566742,Exploring the genetic counselor's role in facilitating meaning-making: rare disease diagnoses.,2015,Case Reports; Journal Article,Journal of genetic counseling
25555122,Primitive neuroectodermal tumors of the brainstem in children treated according to the HIT trials: clinical findings of a rare disease.,2015,"Journal Article; Research Support, Non-U.S. Gov't",Journal of neurosurgery. Pediatrics
30699730,Resistance in Alternaria alternata to SDHI Fungicides Causes Rare Disease Outbreak in Peach Orchards.,2015,Journal Article,Plant disease
26982763,Challenges of caring for a patient with a rare disease--as demonstrated by Cornelia de Lange Syndrome.,2015,Journal Article,Developmental period medicine
26958224,Towards data integration automation for the French rare disease registry.,2015,Journal Article,AMIA ... Annual Symposium proceedings. AMIA Symposium
26958175,LORD: a phenotype-genotype semantically integrated biomedical data tool to support rare disease diagnosis coding in health information systems.,2015,Journal Article,AMIA ... Annual Symposium proceedings. AMIA Symposium
25538091,Primary cardiac sarcoma: a rare disease with rapid progression.,2015,Case Reports; Journal Article,European heart journal
25524680,Rarest of a rare disease: challenges in advancing our knowledge of thymic carcinoma.,2015,Editorial; Comment,The Journal of thoracic and cardiovascular surgery
25514988,Panatrophy of Gowers is a rare disease: case reports and review of the literature.,2015,Case Reports; Journal Article; Review,International journal of dermatology
25505051,Importance of transparency in assessing the feasibility of modeling rare disease.,2015,Letter; Comment,Medical decision making : an international journal of the Society for Medical Decision Making
25495927,Research in haemophilia B--approaching the request for high evidence levels in a rare disease.,2015,"Journal Article; Research Support, Non-U.S. Gov't; Review",Haemophilia : the official journal of the World Federation of Hemophilia
25447102,"Penile cancer: new insights into the ""way forward"" for this rare disease.",2015,Editorial; Comment,The Journal of urology
25435277,Gastric sarcoidosis: rare presentation of a rare disease.,2015,Case Reports; Journal Article,Acta clinica Belgica
25231828,Peer Support and Mentorship in a US Rare Disease Community: Findings from the Cystinosis in Emerging Adulthood Study.,2015,Journal Article,The patient
25122178,"[Chronic adhesive small intestine volvulus in adulthood, a rare disease picture].",2015,Case Reports; Journal Article,RoFo : Fortschritte auf dem Gebiete der Rontgenstrahlen und der Nuklearmedizin
24986194,Posterior reversible encephalopathy syndrome due to ectopic Cushing's syndrome: an uncommon presentation of a rare disease.,2015,Case Reports; Letter,Indian journal of pediatrics
24957677,"Early stages of building a rare disease registry, methods and 2010 data from the Belgian Neuromuscular Disease Registry (BNMDR).",2015,"Journal Article; Research Support, Non-U.S. Gov't",Acta neurologica Belgica
24908254,C1-C2 pigmented villonodular synovitis and clear cell carcinoma: unexpected presentation of a rare disease and a review of the literature.,2015,Case Reports; Journal Article; Review,"European spine journal : official publication of the European Spine Society, the European Spinal Deformity Society, and the European Section of the Cervical Spine Research Society"
28300889,Elastoma: clinical and histopathological aspects of a rare disease.,2016,Case Reports; Journal Article,Anais brasileiros de dermatologia
30231724,Patient Voice in Rare Disease Drug Development and Endpoints.,2017,Journal Article,Therapeutic innovation & regulatory science
28162000,"Finding Rare, Disease-Associated Variants in Isolated Groups: Potential Advantages of Mennonite Populations.",2016,Journal Article,Human biology
28097028,Hirayama Disease: A Rare Disease with Unusual Features.,2016,Case Reports; Journal Article,Case reports in neurological medicine
28007335,Precision medicine in rare disease: Mechanisms of disparate effects of N-carbamyl-l-glutamate on mutant CPS1 enzymes.,2017,"Case Reports; Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",Molecular genetics and metabolism
28000646,Renal cell carcinoma in a horseshoe kidney: Report of a rare disease.,2016,Case Reports; Journal Article,The Nigerian postgraduate medical journal
27993186,Amyloidosis: A rare disease with varied manifestations.,2016,Editorial,Current problems in cancer
27986197,Cost-Effectiveness of the Quantification of Enzymatic Activity in Leukocytes in Comparison to Its Nonrealization for a Rare Disease in Latin America: The Case of Mucopolysaccharidosis Type II in Colombia.,2016,Journal Article,Value in health regional issues
27981391,Third-ventricle enterogenous cyst presentation mimicking a colloid cyst: uncommon presentation of a rare disease and literature review.,2017,Case Reports; Journal Article; Review,Acta neurochirurgica
27965234,A Rare Disease With Cardiac Involvement.,2016,Case Reports; Journal Article,"American journal of critical care : an official publication, American Association of Critical-Care Nurses"
27909793,Epidermolysis bullosa House Austria and Epidermolysis bullosa clinical network : Example of a centre of expertise implemented in a European reference network to face the burden of a rare disease.,2017,Journal Article,Wiener klinische Wochenschrift
27887021,An unusual presentation of a rare disease: posterior reversible encephalopathy syndrome following abdominal sepsis.,2016,Case Reports; Journal Article,Journal of surgical case reports
27871301,An innovative and collaborative partnership between patients with rare disease and industry-supported registries: the Global aHUS Registry.,2016,Journal Article; Review,Orphanet journal of rare diseases
27868174,[Acromegaly: recognition of a rare disease in psychiatric practice].,2016,Journal Article; Review,Tijdschrift voor psychiatrie
27858567,The Challenge of Defining Treatment Standards for a Rare Disease: Malignant Peritoneal Mesothelioma.,2016,"Journal Article; Research Support, Non-U.S. Gov't; Comment",Journal of oncology practice
27849329,A rare disease mimics postoperative bile leakage: Invasive aspergillosis.,2016,Case Reports; Journal Article,Ulusal travma ve acil cerrahi dergisi = Turkish journal of trauma & emergency surgery : TJTES
27846474,Battle over rare disease drug ensnares NIH.,2016,Journal Article,"Science (New York, N.Y.)"
27821499,Endobronchial hamartoma: a rare disease with more common presentation.,2016,Case Reports; Journal Article,BMJ case reports
27629876,Acinar cell carcinoma of the pancreas: a rare disease with different diagnostic and therapeutic implications than ductal adenocarcinoma.,2016,Journal Article,Journal of cancer research and clinical oncology
27444223,Patients as key partners in rare disease drug development.,2016,Journal Article,Nature reviews. Drug discovery
30148575,"[Hereditary angioedema - rare disease, complex problems].",2016,Letter,Lijecnicki vjesnik
27084074,Rare Disease and Low Event Rates: Challenges for Refining Risk Stratification in Brugada Syndrome.,2016,Editorial; Comment,The Canadian journal of cardiology
27785326,A Rare Disease of the Digestive Tract: Esophageal Melanosis.,2016,Case Reports; Journal Article,Gastroenterology research
27738813,[Endometritis : Rare disease with clinical importance?].,2016,Journal Article,Der Pathologe
27670823,The IASLC Mesothelioma Staging Project: Improving Staging of a Rare Disease Through International Participation.,2016,Journal Article; Review,Journal of thoracic oncology : official publication of the International Association for the Study of Lung Cancer
27770196,Is congenital pulmonary airway malformation really a rare disease? Result of a prospective registry with universal antenatal screening program.,2017,Journal Article,Pediatric surgery international
27751317,Brothers with constrictive pericarditis - A novel mutation in a rare disease.,2016,Case Reports; Journal Article,Indian heart journal
29894032,Restrictive Dermopathy: A Rare Disease with Unusual Radiographic Findings.,2016,Case Reports; Journal Article,Delaware medical journal
27672327,Development of the parental needs scale for rare diseases: a tool for measuring the supportive care needs of parents caring for a child with a rare disease.,2016,Journal Article,Journal of multidisciplinary healthcare
27671988,Congenital pulmonary airway malformation (CPAM) with initial presentation in an adult: a rare presentation of a rare disease.,2016,Case Reports; Journal Article,BMJ case reports
27655000,Becker's nevus syndrome: a report of a rare disease with unusual associations.,2017,Case Reports; Journal Article,International journal of dermatology
27643436,"WASP, Tregs, and food allergies - rare disease provides insight into a common problem.",2016,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Comment",The Journal of clinical investigation
27620198,Intracranial hydatid cyst: imaging findings of a rare disease.,2016,Case Reports; Journal Article,BMJ case reports
27616609,Nance-Horan syndrome-The oral perspective on a rare disease.,2017,Case Reports; Journal Article; Review,American journal of medical genetics. Part A
27614988,Multitargeted Kinase Inhibition in Metastatic Differentiated Radioiodine-Refractory Thyroid Cancer: A Look at New Therapeutic Options for a Rare Disease.,2016,Case Reports; Journal Article; Review,Oncology research and treatment
27612019,Challenges and Opportunities in Rare Disease Drug Development.,2016,Editorial; Introductory Journal Article,Clinical pharmacology and therapeutics
27606325,Erdheim-Chester Disease: A Rare Presentation of a Rare Disease.,2016,Journal Article,Journal of investigative medicine high impact case reports
29767592,Sapientia: accelerating rare disease diagnosis and treatment.,2016,Journal Article,Personalized medicine
29497540,Lower limb onset Parry-Romberg syndrome: an unusual presentation of a rare disease.,2016,Case Reports; Journal Article,Oxford medical case reports
27557016,Communication strategies employed by rare disease patient organizations in Spain.,2016,Journal Article,Ciencia & saude coletiva
27540592,Rare disease clinical trials: Power in numbers.,2016,Journal Article,Neurology. Genetics
27521853,"Diffuse large B cell gastric lymphoma a rare disease: the effort to obtain scientific data in a multicenter, multinational retrospective trial.",2016,Journal Article,Revista brasileira de hematologia e hemoterapia
27506671,"'Rare' manifestation of 'rare' disease: sarcoidosis presenting as pancreatitis, duodenal ulcer and severe acute kidney injury.",2016,Case Reports; Letter,International urology and nephrology
27499676,Health activism and the logic of connective action. A case study of rare disease patient organisations.,2016,Journal Article,"Information, communication and society"
27484654,State of rare disease management in Southeast Asia.,2016,Journal Article,Orphanet journal of rare diseases
27480187,[Healthcare services for people in Lower Saxony (Germany) suffering from a rare disease: Findings from a survey among medical professionals].,2016,Journal Article,"Zeitschrift fur Evidenz, Fortbildung und Qualitat im Gesundheitswesen"
27473114,Familial Mediterranean fever is no longer a rare disease in Japan.,2016,"Journal Article; Observational Study; Research Support, Non-U.S. Gov't",Arthritis research & therapy
27463614,Chronic invasive fungal sinusitis: characterization and shift in management of a rare disease.,2016,Case Reports; Journal Article; Multicenter Study,International forum of allergy & rhinology
27445646,Ultra-rare Disease and Genomics-Driven Precision Medicine.,2016,Journal Article; Review,Genomics & informatics
27439905,The supportive care needs of parents with a child with a rare disease: results of an online survey.,2016,Journal Article,BMC family practice
27420045,"Type 1 Diabetes in Autoimmune Polyendocrinopathy-Candidiasis-Ectodermal Dystrophy Syndrome (APECED): A ""Rare"" Manifestation in a ""Rare"" Disease.",2016,Journal Article; Review,International journal of molecular sciences
27410758,Alveolar echinococcosis - a rare disease with differential diagnostic problems.,2016,Case Reports; Journal Article,Rozhledy v chirurgii : mesicnik Ceskoslovenske chirurgicke spolecnosti
27393142,Idiopathic pulmonary fibrosis a rare disease with severe bone fragility.,2016,Journal Article,Internal and emergency medicine
27386122,Immunoglobulin G4-related disease: a rare disease with an unusual presentation.,2016,Case Reports; Journal Article,Clinical case reports
27369856,Primary Bacterial Gluteal Pyomyositis: A Rare Disease in Temperate Climates Presenting as Suspected Septic Arthritis of the Hip.,2016,Case Reports; Journal Article,The Journal of emergency medicine
27351288,Making Every Subject Count: A Case Study of Drug Development Path for Medication in a Pediatric Rare Disease.,2016,Journal Article,Clinical pharmacology and therapeutics
27314497,Identification of a Novel NLRP12 Nonsense Mutation (Trp408X) in the Extremely Rare Disease FCAS by Exome Sequencing.,2016,Journal Article,PloS one
27304365,Pulmonary hypertension: still a rare disease?,2016,Editorial,The Lancet. Respiratory medicine
27282290,Rare disease landscape in Brazil: report of a successful experience in inborn errors of metabolism.,2016,Journal Article; Review,Orphanet journal of rare diseases
27256900,The N-MOmentum trial: Building momentum to advance trial methodology in a rare disease.,2016,"Editorial; Research Support, Non-U.S. Gov't; Comment","Multiple sclerosis (Houndmills, Basingstoke, England)"
27256177,Urothelial neoplasm of the bladder in childhood and adolescence: a rare disease.,2016,Journal Article; Multicenter Study,International braz j urol : official journal of the Brazilian Society of Urology
27249907,Listeriosis: Is It a Rare Disease in Thailand?,2016,Case Reports; Journal Article,Journal of the Medical Association of Thailand = Chotmaihet thangphaet
27246584,Why we should care about ultra-rare disease.,2016,Editorial,European respiratory review : an official journal of the European Respiratory Society
27225337,Quantifying benefit-risk preferences for new medicines in rare disease patients and caregivers.,2016,Journal Article,Orphanet journal of rare diseases
27222291,The risk of re-identification versus the need to identify individuals in rare disease research.,2016,"Journal Article; Research Support, Non-U.S. Gov't",European journal of human genetics : EJHG
27222280,Eosinophilic cholecystitis with common bile duct stricture: a rare disease.,2016,Case Reports; Journal Article,BMJ case reports
27216226,Takayasu arteritis presenting with malignant hypertension; a rare manifestation of a rare disease: a case report and review of the literature.,2017,Case Reports; Journal Article; Review,Tropical doctor
27210825,Is Adrenal Insufficiency a Rare Disease?,2016,"Journal Article; Review; Research Support, Non-U.S. Gov't",Frontiers of hormone research
27195969,Whole Exome Sequencing in a Rare Disease: A Patient with Anomalous Left Coronary Artery from the Pulmonary Artery (Bland-White-Garland Syndrome).,2016,Case Reports; Letter,Omics : a journal of integrative biology
27179336,Eosinophilic cystitis and haematuria: Case report of a rare disease and common presentation.,2016,Journal Article,International journal of surgery case reports
27179157,Primary extraskeletal Ewing sarcoma of the stomach: a rare disease in an uncommon location.,2016,Case Reports; Journal Article,Clinical imaging
27162600,Kikuchi-Fujimoto Disease: Unusual Presentation of Rare Disease.,2016,Case Reports; Journal Article,Clinics and practice
27157044,Paraneoplastic stiff person syndrome: Inpatient rehabilitation outcomes of a rare disease from two cancer rehabilitation programmes.,2016,Case Reports; Journal Article,Journal of rehabilitation medicine
27136712,Engaging Participants in Rare Disease Research: A Qualitative Study of Duchenne Muscular Dystrophy.,2016,Journal Article; Multicenter Study,Clinical therapeutics
30227072,Statistical Considerations for an Adaptive Design for a Serious Rare Disease.,2016,Journal Article,Therapeutic innovation & regulatory science
27105689,Ovarian cancer in children and adolescents: A rare disease that needs more attention.,2016,Journal Article; Review,Maturitas
27095813,Sjögren-Larsson syndrome: a rare disease of the skin and central nervous system.,2016,Case Reports; Journal Article,BMJ case reports
27084898,A rare complication resulting in a rare disease: radiation-induced male breast cancer.,2016,Case Reports; Journal Article,BMJ case reports
27082877,"Expectation versus Reality: The Impact of Utility on Emotional Outcomes after Returning Individualized Genetic Research Results in Pediatric Rare Disease Research, a Qualitative Interview Study.",2016,"Journal Article; Research Support, N.I.H., Extramural",PloS one
27063967,The collaborative network approach: a new framework to accelerate Castleman's disease and other rare disease research.,2016,Journal Article; Comment,The Lancet. Haematology
27054988,Accessing the accelerated approval pathway for rare disease therapeutics.,2016,Journal Article,Nature biotechnology
27053929,When Is a Rare Disease Not so Rare? Implications for Medical Nutrition Therapy.,2016,Journal Article,"Integrative medicine (Encinitas, Calif.)"
27049302,"'You should at least ask'. The expectations, hopes and fears of rare disease patients on large-scale data and biomaterial sharing for genomics research.",2016,Journal Article,European journal of human genetics : EJHG
27019694,Case Report: Myelodysplastic syndrome- associated myeloid sarcoma: an unusual clinical presentation of a rare disease.,2016,Journal Article,F1000Research
27013901,Dental Perspective of Rare Disease of Fanconi Anemia: Case Report with Review.,2016,Case Reports; Journal Article,Clinical medicine insights. Case reports
27009197,"IgG4-related mastitis, a rare disease, can radiologically and histologically mimic malignancy.",2016,Case Reports; Journal Article,BMJ case reports
26998603,The Quality of Rare Disease Registries: Evaluation and Characterization.,2016,"Journal Article; Research Support, Non-U.S. Gov't",Public health genomics
26995712,Rare disease relations through common genes and protein interactions.,2016,Journal Article,Molecular and cellular probes
26989535,The Kleine-Levin Syndrome: A Rare Disease with Often Delayed Diagnosis-A Report of Two Cases in the Department of Neurology of the University Hospital of Cocody (Côte d'Ivoire).,2016,Journal Article,Case reports in neurological medicine
26988954,Using Registries to Understand Clinical Practice: A Lesson for Rare Disease.,2016,Editorial; Comment,Journal of the American College of Cardiology
26976340,Epidemiological investigations on the potential transmissibility of a rare disease: the case of atypical scrapie in Great Britain.,2016,"Journal Article; Research Support, Non-U.S. Gov't",Epidemiology and infection
26934394,Median Arcuate Ligament Syndrome-Review of This Rare Disease.,2016,Journal Article; Review,JAMA surgery
26923565,The medical experience of a patient with a rare disease and her family.,2016,Letter,Orphanet journal of rare diseases
26891864,"Alkaptonuria: An example of a ""fundamental disease""--A rare disease with important lessons for more common disorders.",2016,"Journal Article; Research Support, Non-U.S. Gov't; Review",Seminars in cell & developmental biology
