ORPHAcode,nombre_enfermedad
445062,Juvenile-onset diabetes mellitus-central and peripheral neurodegeneration syndrome
445110,Limb-girdle muscular dystrophy due to POMK deficiency
445197,Secondary vasculitis
447731,NIK deficiency
447737,Combined immunodeficiency due to DOCK2 deficiency
447740,Aggressive periodontitis
447753,Autosomal dominant spastic paraplegia type 9A
447757,Autosomal dominant spastic paraplegia type 9B
447760,Autosomal recessive spastic paraplegia type 9B
447764,IgG4-related sclerosing cholangitis
447771,Sclerosing cholangitis
447774,Secondary sclerosing cholangitis
447777,Keratocystic odontogenic tumor
447784,Mitochondrial pyruvate carrier deficiency
447788,Cerebral visual impairment
447795,Lipoyl transferase 2 deficiency
447874,Biological anomaly without phenotypic characterization
447877,Polymerase proofreading-related adenomatous polyposis
447881,Idiopathic dropped head syndrome
447893,Hypomyelination-cerebellar atrophy-hypoplasia of the corpus callosum syndrome
447896,Tremor-ataxia-central hypomyelination syndrome
447954,Combined oxidative phosphorylation defect type 25
447961,Pigmentation defects-palmoplantar keratoderma-skin carcinoma syndrome
447964,Autosomal dominant Charcot-Marie-Tooth disease type 2V
447974,Klippel-Feil anomaly-myopathy-facial dysmorphism syndrome
447977,Progressive scapulohumeroperoneal distal myopathy
447980,19p13.3 microduplication syndrome
447985,Partial duplication of the short arm of chromosome 19 syndrome
447997,Spastic tetraplegia-thin corpus callosum-progressive postnatal microcephaly syndrome
448010,CAD-CDG
448237,Zika virus disease
448242,Autosomal recessive brachyolmia
448251,Progressive autosomal recessive ataxia-deafness syndrome
448264,Isolated focal non-epidermolytic palmoplantar keratoderma
448267,Regressive spondylometaphyseal dysplasia
448270,Ectopia cordis
448426,Genetic primary orthostatic hypotension
449266,Pleural empyema
449280,Scedosporiosis
449285,Snakebite envenomation
449291,Symptomatic form of fragile X syndrome in female carriers
449395,IgG4-related kidney disease
449400,IgG4-related aortitis
449427,IgG4-related pachymeningitis
449432,IgG4-related submandibular gland disease
449563,IgG4-related ophthalmic disease
449566,Eosinophilic angiocentric fibrosis
450322,Polyclonal hyperviscosity syndrome
451602,Primary cutaneous plasmacytosis
451607,Cutaneous pseudolymphoma
451612,Familial congenital nasolacrimal duct obstruction
453499,Neurodevelopmental disorder-craniofacial dysmorphism-cardiac defect-skeletal anomalies syndrome
453504,Neurodevelopmental disorder-craniofacial dysmorphism-cardiac defect-skeletal anomalies syndrome due to a point mutation
453510,Congenital insensitivity to pain with severe intellectual disability
453521,Autosomal recessive cerebellar ataxia due to CWF19L1 deficiency
453533,Polyendocrine-polyneuropathy syndrome
454700,Acquired Creutzfeldt-Jakob disease
454706,Progressive muscular atrophy
454710,Anti-p200 pemphigoid
454714,Plasma cell leukemia
454718,Holmes-Adie syndrome
454723,Endometrioid carcinoma of ovary
454742,Variably protease-sensitive prionopathy
454745,Kuru
454750,Isolated tracheoesophageal fistula
454831,Acute radiation syndrome
454836,Avian influenza
454840,NTHL1-related attenuated familial adenomatous polyposis
454887,Corticobasal syndrome
456298,1p35.2 microdeletion syndrome
456312,Infantile multisystem neurologic-endocrine-pancreatic disease
456318,Hereditary sensory neuropathy-deafness-dementia syndrome
456328,X-linked myotubular myopathy-abnormal genitalia syndrome
456333,Hereditary neuroendocrine tumor of small intestine
456369,Polyglucosan body myopathy type 2
457050,Autosomal dominant mitochondrial myopathy with exercise intolerance
457059,Pseudohypoparathyroidism with Albright hereditary osteodystrophy
457062,Pseudohypoparathyroidism without Albright hereditary osteodystrophy
457074,Congenital nemaline myopathy
457077,TAFRO syndrome
457083,Isolated splenogonadal fusion
457088,Predisposition to invasive fungal disease due to CARD9 deficiency
457095,Actinomycosis
457185,Neonatal encephalomyopathy-cardiomyopathy-respiratory distress syndrome
457193,KAT6-related intellectual disability-craniofacial anomalies-cardiac defects syndrome
457205,Infantile-onset axonal motor and sensory neuropathy-optic atrophy-neurodegenerative syndrome
457212,Progressive essential tremor-speech impairment-facial dysmorphism-intellectual disability-abnormal behavior syndrome
457223,Syndromic sensorineural deafness due to combined oxidative phosphorylation defect
457240,X-linked intellectual disability-short stature-overweight syndrome
457246,Clear cell sarcoma of kidney
457260,X-linked intellectual disability-hypotonia-movement disorder syndrome
457265,Progressive myoclonic epilepsy type 9
457279,Intellectual disability-macrocephaly-hypotonia-behavioral abnormalities syndrome
457284,Microcephaly-corpus callosum hypoplasia-intellectual disability-facial dysmorphism syndrome
457351,Microcephaly-intellectual disability-sensorineural hearing loss-epilepsy-abnormal muscle tone syndrome
457359,Megalencephaly-severe kyphoscoliosis-overgrowth syndrome
457365,Intellectual disability-muscle weakness-short stature-facial dysmorphism syndrome
457375,ITPA-related lethal infantile neurological disorder with cataract and cardiac involvement
457378,Complex lethal osteochondrodysplasia
457395,Progressive spondyloepimetaphyseal dysplasia-short stature-short fourth metatarsals-intellectual disability syndrome
457406,Multiple mitochondrial dysfunctions syndrome type 4
457485,Macrocephaly-intellectual disability-neurodevelopmental disorder-small thorax syndrome
458718,Idiopathic spontaneous coronary artery dissection
458758,Composite hemangioendothelioma
458763,Retiform hemangioendothelioma
458768,Papillary intralymphatic angioendothelioma
458775,Congenital hemangioma
458785,Partially involuting congenital hemangioma
458792,Mixed cystic lymphatic malformation
458798,Spinocerebellar ataxia type 41
458803,Spinocerebellar ataxia type 42
458830,Rare capillary malformation with associated anomalies
458833,Common cystic lymphatic malformation
458837,Rare combined vascular malformation
458844,Rare vascular malformation of major vessels
459033,Ataxia-oculomotor apraxia type 4
459051,"Spondyloepiphyseal dysplasia, Stanescu type"
459056,Autosomal recessive spastic paraplegia type 75
459061,Craniofacial dysplasia-short stature-ectodermal anomalies-intellectual disability syndrome
459070,X-linked intellectual disability-cerebellar hypoplasia-spondylo-epiphyseal dysplasia syndrome
459074,Corpus callosum agenesis-macrocephaly-hypertelorism syndrome
459345,Immunodeficiency due to a complement cascade component deficiency
459348,Immunodeficiency due to a complement regulatory deficiency
459526,Rare genetic capillary malformation
459537,Genetic complex vascular malformation with associated anomalies
459543,Rare genetic vascular tumor
459548,Rare genetic venous malformation
459787,Lethal multiple congenital anomalies/dysmorphic syndrome
464282,Spastic paraplegia-severe developmental delay-epilepsy syndrome
464288,Short stature-brachydactyly-obesity-global developmental delay syndrome
464306,DYRK1A-related intellectual disability syndrome
464311,Intellectual disability syndrome due to a DYRK1A point mutation
464318,Verrucous hemangioma
464321,Multifocal lymphangioendotheliomatosis-thrombocytopenia syndrome
464329,Kaposiform lymphangiomatosis
464336,BENTA disease
464343,Catastrophic antiphospholipid syndrome
464359,Benign metanephric tumor
464366,NEK9-related lethal skeletal dysplasia
464370,Neonatal alloimmune neutropenia
464440,"Primary dystonia, DYT27 type"
464443,COG6-CGD
464453,Acquired methemoglobinemia
464458,Paracetamol poisoning
464724,Fever-associated acute infantile liver failure syndrome
464738,Basel-Vanagaite-Smirin-Yosef syndrome
464756,Familial gastric type 1 neuroendocrine tumor
464760,Familial cavitary optic disc anomaly
464764,Immune-mediated acquired neuromuscular junction disease
465508,Symptomatic form of HFE-related hemochromatosis
465824,Fetal encasement syndrome
466026,Class I glucose-6-phosphate dehydrogenase deficiency
466066,Genetic hemoglobinopathy
466084,Genetic otorhinolaryngologic disease
466650,Exercise-induced malignant hyperthermia
466658,Rare disease with malignant hyperthermia
466670,Cyanide poisoning
466677,Scorpion envenomation
466682,Euthyroid Graves orbitopathy
466688,Severe intellectual disability-corpus callosum agenesis-facial dysmorphism-cerebellar ataxia syndrome
466695,Supratip dysplasia
466703,TMEM199-CDG
466718,Martinique crinkled retinal pigment epitheliopathy
466722,Autosomal recessive spastic paraplegia type 77
466729,Familial patent arterial duct
466768,Autosomal dominant Charcot-Marie-Tooth disease type 2Z
466775,Autosomal recessive Charcot-Marie-Tooth disease type 2X
466784,Neonatal severe cardiopulmonary failure due to mitochondrial methylation defect
466791,Macrocephaly-intellectual disability-left ventricular non compaction syndrome
466794,Acute infantile liver failure-cerebellar ataxia-peripheral sensory motor neuropathy syndrome
466806,Autosomal dominant thrombocytopenia with platelet secretion defect
466921,Childhood-onset progressive contractures-limb-girdle weakness-muscle dystrophy syndrome
466926,Seizures-scoliosis-macrocephaly syndrome
466934,VPS11-related autosomal recessive hypomyelinating leukodystrophy
466943,WAC-related facial dysmorphism-developmental delay-behavioral abnormalities syndrome
466950,Facial dysmorphism-developmental delay-behavioral abnormalities syndrome due to WAC point mutation
466962,SMARCA4-deficient sarcoma of thorax
467166,Tubulinopathy-associated dysgyria
467176,Severe hypotonia-psychomotor developmental delay-strabismus-cardiac septal defect syndrome
468620,Intellectual disability-epilepsy-extrapyramidal syndrome
468631,Microcephalic cortical malformations-short stature due to RTTN deficiency
468635,Cryptogenic multifocal ulcerous stenosing enteritis
468641,Chronic enteropathy associated with SLCO2A1 gene
468661,Autosomal recessive spastic paraplegia type 74
468666,Isolated generalized anhidrosis with normal sweat glands
468672,Colobomatous macrophthalmia-microcornea syndrome
468678,White-Sutton syndrome
468684,CCDC115-CDG
468699,SLC39A8-CDG
468717,Rhizomelic chondrodysplasia punctata type 5
468726,Severe primary trimethylaminuria
471383,Genetic lethal multiple congenital anomalies/dysmorphic syndrome
474347,Rare congenital anomaly of ventricular septum
476084,BVES-related limb-girdle muscular dystrophy
476093,Autosomal dominant distal axonal motor neuropathy-myofibrillar myopathy syndrome
476096,Erythrokeratodermia-cardiomyopathy syndrome
476109,Axonal hereditary motor and sensory neuropathy
476113,Combined immunodeficiency due to TFRC deficiency
476116,Demyelinating hereditary motor and sensory neuropathy
476119,Autosomal dominant preaxial polydactyly-upperback hypertrichosis syndrome
476123,Intermediate Charcot-Marie-Tooth disease
476126,Micrognathia-recurrent infections-behavioral abnormalities-mild intellectual disability syndrome
476394,PMP2-related Charcot-Marie-Tooth disease type 1
476403,Hypercontractile muscle stiffness syndrome
476406,Congenital generalized hypercontractile muscle stiffness syndrome
477647,Type 1 interferonopathy
477650,Fibroblastic rheumatism
477661,IL21-related infantile inflammatory bowel disease
477673,Postnatal microcephaly-infantile hypotonia-spastic diplegia-dysarthria-intellectual disability syndrome
477684,Combined oxidative phosphorylation defect type 26
477738,Pediatric multiple sclerosis
477742,Nodular fasciitis
477749,Pontine autosomal dominant microangiopathy with leukoencephalopathy
477754,Genetic cerebral small vessel disease
477759,COL4A1 or COL4A2-related cerebral small vessel disease
477762,COL4A1 or COL4A2-related cerebral small vessel disease with ischemic tendency
477765,COL4A1 or COL4A2-related cerebral small vessel disease with hemorrhagic tendency
477768,Moyamoya angiopathy
477771,Rare disorder with a moyamoya angiopathy
477774,Combined oxidative phosphorylation defect type 27
477781,Primary condylar hyperplasia
477787,Cytosolic phospholipase-A2 alpha deficiency associated bleeding disorder
477794,Syndromic constitutional thrombocytopenia
477797,Isolated constitutional thrombocytopenia
477805,Genetic cardiac malformation
477808,Other genetic dermis disorder
477811,Rare hypercholesterolemia
477814,Progressive microcephaly-seizures-cortical blindness-developmental delay syndrome
477817,PMP22-RAI1 contiguous gene duplication syndrome
477831,Kosaki overgrowth syndrome
477857,Mendelian susceptibility to mycobacterial diseases due to complete RORgamma receptor deficiency
477993,Palatal anomalies-widely spaced teeth-facial dysmorphism-developmental delay syndrome
478029,Combined oxidative phosphorylation defect type 29
478042,Combined oxidative phosphorylation defect type 30
478049,Lethal left ventricular non-compaction-seizures-hypotonia-cataract-developmental delay syndrome
478664,Hereditary sensory and autonomic neuropathy type 8
480476,Progressive familial intrahepatic cholestasis type 5
480483,Progressive familial intrahepatic cholestasis type 4
480491,MYO5B-related progressive familial intrahepatic cholestasis
480501,Choledochal cyst
480506,Primary intrahepatic lithiasis
480512,Idiopathic ductopenia
480520,Caroli syndrome
480524,Idiopathic peliosis hepatis
480528,Lethal hydranencephaly-diaphragmatic hernia syndrome
480531,Congenital portosystemic shunt
480536,MSH3-related attenuated familial adenomatous polyposis
480541,High grade B-cell lymphoma with MYC and/ or BCL2 and/or BCL6 rearrangement
480549,Non-severe combined immunodeficiency
480553,Aneurysmal bone cyst
480556,Isolated neonatal sclerosing cholangitis
480682,POGLUT1-related limb-girdle muscular dystrophy R21
480701,Facial diplegia with paresthesias
480851,Hereditary thrombocytopenia with early-onset myelofibrosis
480864,Recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome
480880,X-linked female restricted facial dysmorphism-short stature-choanal atresia-intellectual disability
480898,Global developmental delay-visual anomalies-progressive cerebellar atrophy-truncal hypotonia syndrome
480907,X-linked intellectual disability-global development delay-facial dysmorphism-sacral caudal remnant syndrome
481152,PYCR2-related microcephaly-progressive leukoencephalopathy
481508,Gastroenteric neuroendocrine neoplasm
481662,Familial Chilblain lupus
481665,USP18 deficiency
481671,Type 1 interferonopathy of childhood
481771,Genetic alopecia
481986,Familial schizencephaly
482072,HTRA1-related cerebral small vessel disease
482077,HTRA1-related autosomal dominant cerebral small vessel disease
482092,Rare idiopathic macular telangiectasia
482601,Adenylosuccinate synthetase-like 1-related distal myopathy
482606,X-linked keloid scarring-reduced joint mobility-increased optic cup-to-disc ratio syndrome
485275,Acquired schizencephaly
485350,CLCN4-related X-linked intellectual disability syndrome
485358,Propylthiouracil embryofetopathy
485382,Rare genetic premature ovarian failure
485405,16p12.1p12.3 triplication syndrome
485418,EMILIN-1-related connective tissue disease
485421,MFF-related encephalopathy due to mitochondrial and peroxisomal fission defect
485426,Isolated congenital hepatic fibrosis
485631,Congenital bile acid synthesis defect
486811,Prenatal-onset spinal muscular atrophy with congenital bone fractures
486815,Congenital muscular dystrophy-respiratory failure-skin abnormalities-joint hyperlaxity syndrome
486955,Rare pediatric rheumatologic disease
487796,Takenouchi-Kosaki syndrome
487809,Pediatric collagenous gastritis
487814,Autosomal dominant Charcot-Marie-Tooth disease type 2 due to DGAT2 mutation
487825,Pierpont syndrome
488168,Microcephaly-congenital cataract-psoriasiform dermatitis syndrome
488191,Female infertility due to oocyte meiotic arrest
488197,Familial progressive retinal dystrophy-iris coloboma-congenital cataract syndrome
488232,Split-foot malformation-mesoaxial polydactyly syndrome
488239,Acute macular neuroretinopathy
488265,Osteofibrous dysplasia
488280,14q32 duplication syndrome
488333,Autosomal dominant Charcot-Marie-Tooth disease type 2W
488434,"Camptodactyly syndrome, Guadalajara type 3"
488437,SIX2-related frontonasal dysplasia
488586,Congenital amyoplasia
488594,Autosomal recessive spastic paraplegia type 76
488613,Global developmental delay-neuro-ophthalmological abnormalities-seizures-intellectual disability syndrome
488618,Transketolase deficiency
488627,Severe growth deficiency-strabismus-extensive dermal melanocytosis-intellectual disability syndrome
488632,TBCK-related intellectual disability syndrome
488635,Early-onset epilepsy-intellectual disability-brain anomalies syndrome
488642,TELO2-related intellectual disability-neurodevelopmental disorder
488647,DDX41-related hematologic malignancy predisposition syndrome
488650,"Distal myopathy, Tateyama type"
493342,Vibratory urticaria
494344,RERE-related neurodevelopmental syndrome
494418,Vulvar carcinoma
494421,Sacrococcygeal teratoma
494424,Extracranial carotid artery aneurysm
494428,Idiopathic pleuroparenchymal fibroelastosis
494433,MIRAGE syndrome
494439,Retinitis pigmentosa-hearing loss-premature aging-short stature-facial dysmorphism syndrome
494444,DIAPH1-related sensorineural hearing loss-thrombocytopenia syndrome
494448,Vulvar squamous cell carcinoma
494451,Vulvar basal cell carcinoma
494454,Vulvar adenocarcinoma
494457,Rare hyperkinetic movement disorder
494526,Infantile-onset generalized dyskinesia with orofacial involvement
494541,Childhood-onset benign chorea with striatal involvement
494547,Squamous cell carcinoma of the hypopharynx
494550,Squamous cell carcinoma of the larynx
495274,Charcot-Marie-Tooth disease type 2T
495818,9q33.3q34.11 microdeletion syndrome
495844,C11ORF73-related autosomal recessive hypomyelinating leukodystrophy
495875,Congenital labioscrotal agenesis-cerebellar malformation-corneal dystrophy-facial dysmorphism syndrome
495879,Congenital agenesis of the scrotum
495930,Familial monosomy 7 syndrome
496641,Early-onset progressive diffuse brain atrophy-microcephaly-muscle weakness-optic atrophy syndrome
496686,Kyphosis-lateral tongue atrophy-myofibrillar myopathy syndrome
496689,Kyphoscoliosis-lateral tongue atrophy-hereditary spastic paraplegia syndrome
496693,Omphalocele-diaphragmatic hernia-cardiovascular anomalies-radial ray defect syndrome
496751,EVEN-plus syndrome
496756,Early-onset progressive encephalopathy-spastic ataxia-distal spinal muscular atrophy syndrome
496790,Ocular anomalies-axonal neuropathy-developmental delay syndrome
496916,Rare genetic hyperkinetic movement disorder
496924,Non-inflammatory vasculopathy
497188,Diffuse intrinsic pontine glioma
497623,C12ORF65-related combined oxidative phosphorylation defect
497737,Epidermolytic nevus
497757,MME-related autosomal dominant Charcot Marie Tooth disease type 2
497764,Spinocerebellar ataxia type 43
497906,Childhood-onset basal ganglia degeneration syndrome
498228,Phyllodes tumor of the prostate
498251,Menstrual cycle-dependent periodic fever
498345,Biliary atresia and associated disorders
498350,Syndromic biliary atresia
498359,Aquagenic palmoplantar keratoderma
498445,Genetic inflammatory or rheumatoid-like osteoarthropathy
498448,Overgrowth or tall stature syndrome with skeletal involvement
498451,Dysostosis with brachydactyly without extraskeletal manifestations
498454,Dysostosis with brachydactyly with extraskeletal manifestations
498457,Non-syndromic longitudinal limb defect
498461,Non-syndromic terminal transverse limb defect
498464,Non-syndromic preaxial polydactyly
498467,Non-syndromic postaxial polydactyly
498470,Non-syndromic complex polydactyly
498474,Hyaline fibromatosis syndrome
498477,Ectrodactyly with and without other manifestations
498481,LRP5-related primary osteoporosis
498485,Overgrowth-metaphyseal undermodeling-spondylar dysplasia syndrome
498488,Overgrowth syndrome with 2q37 translocation
498491,Non-syndromic complete hemimelia
498494,Mirror-image polydactyly
498497,Short rib-polydactyly syndrome type 5
498602,Sugarman brachydactyly
498693,MYBPC1-related autosomal recessive non-lethal arthrogryposis multiplex congenita syndrome
499009,Congenital syphilis
499047,Autoimmune/inflammatory optic neuropathy
499085,Chronic relapsing inflammatory optic neuritis
499096,Isolated optic neuritis
499103,Recurrent idiopathic neuroretinitis
499107,Idiopathic optic perineuritis
499182,Pilomatrix carcinoma
500055,Hao-Fountain syndrome due to 16p13.2 microdeletion
500062,Infantile-onset periodic fever-panniculitis-dermatosis syndrome
500095,Tall stature-intellectual disability-renal anomalies syndrome
500135,Multinucleated neurons-anhydramnios-renal dysplasia-cerebellar hypoplasia-hydranencephaly syndrome
500144,Early-onset progressive encephalopathy-hearing loss-pons hypoplasia-brain atrophy syndrome
500150,Brain malformations-musculoskeletal abnormalities-facial dysmorphism-intellectual disability syndrome
500159,Microcephaly-corpus callosum and cerebellar vermis hypoplasia-facial dysmorphism-intellectual disability syndrom
500163,Witteveen-Kolk syndrome
500166,SIN3-related intellectual disability syndrome due to a point mutation
500180,Childhood-onset motor and cognitive regression syndrome with extrapyramidal movement disorder
500188,X-linked external auditory canal atresia-dilated internal auditory canal-facial dysmorphism syndrome
500464,Squamous cell carcinoma of the nasal cavity and paranasal sinuses
500478,Squamous cell carcinoma of the oropharynx
500533,Polyhydramnios-megalencephaly-symptomatic epilepsy syndrome
500545,Severe neurodevelopmental disorder with feeding difficulties-stereotypic hand movement-bilateral cataract
500548,Osteosclerotic metaphyseal dysplasia
502305,Cochleovestibular malformation
502318,Cochlear nerve deficiency
502363,Squamous cell carcinoma of the oral cavity
502366,Squamous cell carcinoma of the lip
502369,Squamous cell carcinoma of oral cavity and lip
502423,Mitochondrial myopathy-cerebellar ataxia-pigmentary retinopathy syndrome
502430,Weiss-Kruszka Syndrome
502434,STAG1-related intellectual disability-facial dysmorphism-gastroesophageal reflux syndrome
502437,4q25 proximal deletion syndrome
502444,Alkaline ceramidase 3 deficiency
502499,Erythema multiforme major
504476,Cerebellar ataxia with neuropathy and bilateral vestibular areflexia syndrome
504523,Severe combined immunodeficiency due to LAT deficiency
504530,Combined immunodeficiency due to Moesin deficiency
505208,3-methylglutaconic aciduria type 8
505216,3-methylglutaconic aciduria type 9
505227,Combined immunodeficiency due to GINS1 deficiency
505237,Early-onset seizures-distal limb anomalies-facial dysmorphism-global developmental delay syndrome
505242,Psychomotor regression-oculomotor apraxia-movement disorder-nephropathy syndrome
505248,Mucopolysaccharidosis-like syndrome with congenital heart defects and hematopoietic disorders
505395,Ventilator-induced diaphragmatic dysfunction
505652,CDKL5-deficiency disorder
506052,Neuroendocrine neoplasm of pancreas
506060,Functioning neuroendocrine tumor of pancreas
506075,Non-functioning neuroendocrine tumor of pancreas
506090,Serotonin-producing neuroendocrine tumor of pancreas
506098,Neuroendocrine carcinoma of pancreas
506112,Mixed neuroendocrine and non-neuroendocrine neoplasm of pancreas
506136,Neuroendocrine neoplasm of esophagus
506207,Rare disorder potentially indicated for transplant
506210,Rare disorder potentially indicated for liver transplant
506213,Rare disorder potentially indicated for kidney transplant
506216,Rare disorder potentially indicated for bowel transplant
506219,Rare disorder potentially indicated for hematopoietic stem cell transplant
506222,Rare disorder potentially indicated for lung transplant
506225,Rare disorder potentially indicated for heart transplant
506307,Stromme syndrome
506334,Familial steroid-resistant nephrotic syndrome with adrenal insufficiency
506353,Autosomal recessive complex spastic paraplegia due to Kennedy pathway dysfunction
506358,Gabriele-de Vries syndrome
506784,Stevens-Johnson syndrome/toxic epidermal necrolysis overlap syndrome
508093,MEPAN syndrome
508410,Familial intestinal malrotation
508476,Cleft lip and palate-craniofacial dysmorphism-congenital heart defect-hearing loss syndrome
508488,8q24.3 microdeletion syndrome
508498,Intellectual disability-cardiac anomalies-short stature-joint laxity syndrome
508501,Oral-facial-digital syndrome with short stature and brachymesophalangy
508512,Intrauterine growth restriction-congenital multiple café-au-lait macules-increased sister chromatid exchange syndrome
508523,Hyperphenylalaninemia due to DNAJC12 deficiency
508529,Intermediate epidermolysis bullosa simplex with cardiomyopathy
508533,Skeletal dysplasia-T-cell immunodeficiency-developmental delay syndrome
508542,Congenital progressive bone marrow failure-B-cell immunodeficiency-skeletal dysplasia syndrome
512017,Chronic lymphoproliferative disorder of natural killer cells
512034,Large granular lymphocyte leukemia
512103,Autosomal recessive epidermolytic ichthyosis
512260,Congenital cerebellar ataxia due to RNU12 mutation
513436,Autosomal recessive spastic paraplegia type 78
513456,Intellectual disability-seizures-abnormal gait-facial dysmorphism syndrome
514352,Congenital brachyesophagus-intrathoracic stomach-vertebral anomalies syndrome
514980,ATP13A2-related parkinsonism
519264,Inflammatory/autoimmune disorder involving the lacrimal system
519266,Rare disorder of the ocular adnexa
519268,Rare disorder with ectropion
519270,Rare disorder with entropion
519272,Structural developmental eye defect
519274,Syndromic lacrimal system disorder
519276,Anterior segment developmental abnormality with extraocular manifestations
519278,Infective keratitis
519280,Rare conjunctivitis
519282,Rare corneal disorder
519284,Rare disorder of the anterior segment of the eye
519286,Rare disorder of the pupil
519288,Rare disorder with corneal involvement as a major feature
519290,Rare inflammatory/autoimmune corneal disorder
519292,Syndromic ectopia lentis
519294,Syndromic microspherophakia
519296,Rare disorder with pigmented sclera
519298,Rare scleral disorder
519300,Isolated chorioretinal dystrophy
519302,Isolated macular dystrophy
519304,Isolated vitreoretinopathy
519306,Isolated progressive inherited retinal disorder
519309,Rare choroidal disorder
519311,Rare disorder of the posterior segment of the eye
519313,Rare macular disorder
519315,Rare retinal disorder
519317,Rare retinal vasculopathy
519319,Isolated stationary inherited retinal disorder
519321,Syndromic chorioretinal dystrophy
519323,Syndromic macular dystrophy
519325,Syndromic inherited retinal disorder
519327,Syndromic vitreoretinopathy
519329,Rare disorder involving multiple structures of the eye
519331,Secondary early-onset glaucoma
519333,Congenital optic disc excavation
519337,Disorder with optic nerve compression
519339,Pseudopapilledema
519341,Rare brainstem or cerebellar disorder with ophthalmic involvement as a major feature
519343,Rare ophthalmic disorder with cortical involvement
519345,Rare disorder with optic disc malformation
519347,Rare neuromuscular disorder with ocular motility/alignment anomaly
519349,Rare ophthalmic disorder with cranial nerve involvement
519351,Rare optic nerve disorder
519353,Rare trochlear nerve disorder
519355,Rare ocular motility/alignment disorder
519384,Congenital cystic eye
519386,Isolated congenital entropion
519388,Autosomal recessive anterior segment dysgenesis
519390,Isolated blepharochalasis
519392,Isolated iridoschisis
519396,Isolated microspherophakia
519398,Isolated foveal hypoplasia
519400,Peripapillary staphyloma
519402,Isolated megalopapilla
519404,Optic disc pit
519406,Thygeson superficial punctate keratitis
519408,Mooren ulcer
519410,Terrien marginal degeneration
519930,Fungal keratitis
520814,Rare disorder of the visual organs
520817,Isolated inherited retinal disorder
520820,Progressive external ophthalmoplegia
521123,Radiation-induced plexopathy
521127,Osteoradionecrosis of the mandible
521132,Radiation-induced disorder
521219,Mirizzi syndrome
521232,Genetic primary orthostatic disorder
521236,Primary orthostatic disorder
521258,Xq25 microduplication syndrome
521305,Proximal myopathy with focal depletion of mitochondria
521308,Frontonasal dysplasia-bifid nose-upper limb anomalies syndrome
521390,Spastic paraplegia-intellectual disability-nystagmus-obesity syndrome
521406,Dystonia-parkinsonism-hypermanganesemia syndrome
521411,Autosomal recessive axonal Charcot-Marie-Tooth disease due to copper metabolism defect
521414,Autosomal dominant Charcot-Marie-Tooth disease type 2DD
521426,PLAA-associated neurodevelopmental disorder
521432,Congenital cataract-severe neonatal hepatopathy-global developmental delay syndrome
521438,Congenital vertebral-cardiac-renal anomalies syndrome
521445,Microcephaly-facial dysmorphism-ocular anomalies-multiple congenital anomalies syndrome
521450,LAMA5-related multisystemic syndrome
522037,Primary autoimmune enteropathy
522043,Syndromic autoimmune enteropathy
522077,Infantile hypotonia-oculomotor anomalies-hyperkinetic movements-developmental delay syndrome
522504,Rare genetic disorder of the visual organs
522506,Rare genetic brainstem or cerebellar disorder with ophthalmic involvement as a major feature
522508,Rare genetic ophthalmic disorder with cortical involvement
522510,Rare genetic ophthalmic disorder with cranial nerve involvement
522512,Rare genetic optic nerve disorder
522514,Congenital optic disc excavation of genetic origin
522516,Rare genetic ocular motility/alignment disorder
522518,Rare genetic disorder with strabismus
522520,Syndromic genetic disorder with strabismus
522522,Rare genetic neuromuscular disorder with ocular motility/alignment anomaly
522524,Rare genetic disorder of the ocular adnexa
522526,Rare genetic palpebral disorder
522528,Rare genetic eyelid malposition disorder
522530,Rare genetic disorder with entropion
522532,Rare genetic disorder of the lacrimal apparatus
522534,Lacrimal drainage system anomaly of genetic origin
522536,Structural developmental eye defect of genetic origin
522538,Rare genetic disorder of the anterior segment of the eye
522540,Anterior segment developmental anomaly of genetic origin
522542,Rare genetic disorder with conjunctival involvement as a major feature
522546,Rare genetic disorder with lens opacification
522548,Syndromic genetic cataract
522550,Lens size anomaly of genetic origin
522552,Lens position anomaly of genetic origin
522554,Syndromic genetic ectopia lentis
522556,Rare genetic corneal disorder
522558,Rare genetic disorder with corneal involvement as a major feature
522560,Genetic corneal dystrophy
522562,Genetic superficial corneal dystrophy
522564,Syndromic genetic keratoconus
522566,Rare genetic inflammatory/autoimmune corneal disorder
522568,Rare genetic disorder of the pupil
522570,Rare genetic disorder of the posterior segment of the eye
522572,Rare genetic retinal disorder
522574,Rare genetic macular disorder
522576,Rare genetic retinal vasculopathy
522578,Rare genetic disorder involving multiple structures of the eye
522580,Secondary early-onset glaucoma of genetic origin
522584,Rare genetic choroidal disorder
523000,Pediatric-onset glaucoma
525677,Genetic congenital malformation of the eye with glaucoma as a major feature
525731,Pediatric-onset Graves disease
525738,Prepubertal anorexia nervosa
527276,Encephalopathy due to mitochondrial and peroxisomal fission defect
527450,Severe myopia-generalized joint laxity-short stature syndrome
527468,Diaphragmatic hernia-short bowel-asplenia syndrome
527497,NKX6-2-related autosomal recessive hypomyelinating leukodystrophy
528084,Non-specific syndromic intellectual disability
528091,Hydrops-lactic acidosis-sideroblastic anemia-multisystemic failure syndrome
528105,Hypohidrosis-electrolyte imbalance-lacrimal gland dysfunction-ichthyosis-xerostomia syndrome
528623,Hereditary angioedema with C1Inh deficiency
528647,Hereditary angioedema with normal C1Inh
