class_hchId,ORPHAcode,preferredTerm
150,309169,"Sandhoff disease, adult form"
150,796,Sandhoff disease
150,309178,"Tay-Sachs disease, infantile form"
150,309185,"Tay-Sachs disease, juvenile form"
150,309192,"Tay-Sachs disease, adult form"
150,845,Tay-Sachs disease
150,309246,"GM2 gangliosidosis, AB variant"
150,309152,GM2 gangliosidosis
150,309144,Gangliosidosis
150,352641,Autosomal recessive cerebellar ataxia with late-onset spasticity
150,77292,Infantile neurovisceral acid sphingomyelinase deficiency
150,77293,Chronic visceral acid sphingomyelinase deficiency
150,618891,Chronic neurovisceral acid sphingomyelinase deficiency
150,618899,Acid sphingomyelinase deficiency
150,79225,Sphingolipidosis
150,576,Mucolipidosis type II
150,423461,Mucolipidosis type III alpha/beta
150,423470,Mucolipidosis type III gamma
150,577,Mucolipidosis type III
150,578,Mucolipidosis type IV
150,79212,Mucolipidosis
150,309282,"Alpha-mannosidosis, infantile form"
150,309288,"Alpha-mannosidosis, adult form"
150,61,Alpha-mannosidosis
150,93,Aspartylglucosaminuria
150,118,Beta-mannosidosis
150,349,Fucosidosis
150,351,Galactosialidosis
150,79279,Alpha-N-acetylgalactosaminidase deficiency type 1
150,79280,Alpha-N-acetylgalactosaminidase deficiency type 2
150,79281,Alpha-N-acetylgalactosaminidase deficiency type 3
150,3137,Alpha-N-acetylgalactosaminidase deficiency
150,812,Sialidosis type 1
150,93399,Juvenile sialidosis type 2
150,93400,Congenital sialidosis type 2
150,87876,Sialidosis type 2
150,309294,Sialidosis
150,79215,Oligosaccharidosis
150,309279,Glycoproteinosis
150,3166,Sialuria
150,309319,Disorder of sialic acid metabolism
150,308552,"Glycogen storage disease due to acid maltase deficiency, infantile onset"
150,420429,"Glycogen storage disease due to acid maltase deficiency, late-onset"
150,365,Glycogen storage disease due to acid maltase deficiency
150,34587,Danon disease
150,309337,Lysosomal glycogen storage disease
150,68366,Lysosomal disease
150,912,Zellweger syndrome
150,44,Neonatal adrenoleukodystrophy
150,772,Infantile Refsum disease
150,79189,Peroxisome biogenesis disorder
150,773,Refsum disease
150,926,Acatalasemia
150,35706,Glutaric acidemia type 3
150,79095,Congenital bile acid synthesis defect type 4
150,2971,Peroxisomal acyl-CoA oxidase deficiency
150,139396,X-linked cerebral adrenoleukodystrophy
150,139399,Adrenomyeloneuropathy
150,43,X-linked adrenoleukodystrophy
150,300,Bifunctional enzyme deficiency
150,163684,Leukoencephalopathy-dystonia-motor neuropathy syndrome
150,79188,Peroxisomal beta-oxidation disorder
150,93598,Primary hyperoxaluria type 1
150,309810,"Disorder of peroxisomal alpha-, beta- and omega-oxidation"
150,369942,CADDS
150,309803,Rhizomelic chondrodysplasia punctata type 3
150,309789,Rhizomelic chondrodysplasia punctata type 1
150,309796,Rhizomelic chondrodysplasia punctata type 2
150,468717,Rhizomelic chondrodysplasia punctata type 5
150,177,Rhizomelic chondrodysplasia punctata
150,438178,Fatty acyl-CoA reductase 1 deficiency
150,3276,Disorder of plasmalogens biosynthesis
150,642954,Autosomal recessive ataxia due to PEX16 deficiency
150,642965,Autosomal recessive ataxia due to PEX2 deficiency
150,95433,Autosomal recessive spinocerebellar ataxia-blindness-deafness syndrome
150,247815,Autosomal recessive ataxia due to PEX10 deficiency
150,68373,Peroxisomal disease
150,468726,Severe primary trimethylaminuria
150,534,Oculocerebrorenal syndrome of Lowe
150,93612,Cystinuria type A
150,93613,Cystinuria type B
150,214,Cystinuria
150,2195,Dicarboxylic aminoaciduria
150,470,Lysinuric protein intolerance
150,94086,Blue diaper syndrome
150,163690,Hypotonia-cystinuria syndrome
150,163693,2p21 microdeletion syndrome
150,238523,Atypical hypotonia-cystinuria syndrome
150,238517,Hypotonia-cystinuria type 1 syndrome
150,2116,Hartnup disease
150,42062,Iminoglycinuria
150,308451,Disorder of neutral amino acid transport
150,324262,Autosomal recessive congenital cerebellar ataxia due to MGLUR1 deficiency
150,363432,Autosomal recessive congenital cerebellar ataxia due to GRID2 deficiency
150,363429,Autosomal recessive cerebellar ataxia-pyramidal signs-nystagmus-oculomotor apraxia syndrome
150,79166,Disorder of amino acid absorption and transport
150,90,Argininemia
150,23,Argininosuccinic aciduria
150,147,Carbamoyl-phosphate synthetase 1 deficiency
150,247546,Acute neonatal citrullinemia type I
150,247573,Late-onset citrullinemia type I
150,247525,Citrullinemia type I
150,247585,Citrullinemia type II
150,247598,Neonatal intrahepatic cholestasis due to citrin deficiency
150,247582,Citrin deficiency
150,187,Citrullinemia
150,415,Hyperornithinemia-hyperammonemia-homocitrullinuria syndrome
150,927,Hyperammonemia due to N-acetylglutamate synthase deficiency
150,35878,Hyperinsulinism-hyperammonemia syndrome
150,401948,Hyperammonemic encephalopathy due to carbonic anhydrase VA deficiency
150,664,Ornithine transcarbamylase deficiency
150,79167,Disorder of urea cycle metabolism and ammonia detoxification
150,562538,Autosomal recessive extra-oral halitosis
150,619979,Developmental delay-immunodeficiency-leukoencephalopathy-hypohomocysteinemia syndrome
150,394,Homocystinuria due to cystathionine beta-synthase deficiency
150,99731,Isolated sulfite oxidase deficiency
150,308386,Sulfite oxidase deficiency due to molybdenum cofactor deficiency type A
150,308393,Sulfite oxidase deficiency due to molybdenum cofactor deficiency type B
150,308400,Sulfite oxidase deficiency due to molybdenum cofactor deficiency type C
150,99732,Sulfite oxidase deficiency due to molybdenum cofactor deficiency
150,833,Encephalopathy due to sulfite oxidase deficiency
150,212,Cystathioninuria
150,2169,Methylcobalamin deficiency type cblE
150,2170,Methylcobalamin deficiency type cblG
150,308380,Methylcobalamin deficiency type cblDv1
150,622,Homocystinuria without methylmalonic aciduria
150,88618,S-adenosylhomocysteine hydrolase deficiency
150,168598,Methionine adenosyltransferase I/III deficiency
150,289290,Hypermethioninemia encephalopathy due to adenosine kinase deficiency
150,289891,Hypermethioninemia due to glycine N-methyltransferase deficiency
150,1035,Beta-mercaptolactate cysteine disulfiduria
150,79173,Disorder of methionine cycle and sulfur amino acid metabolism
150,2157,Histidinemia
150,210128,Urocanic aciduria
150,2158,Histidinuria-renal tubular defect syndrome
150,79181,Disorder of histidine metabolism
150,35664,ALDH18A1-related De Barsy syndrome
150,293633,PYCR1-related De Barsy syndrome
150,2962,De Barsy syndrome
150,419,Hyperprolinemia type 1
150,79101,Hyperprolinemia type 2
150,357064,Autosomal recessive cutis laxa type 2B
150,90350,Autosomal recessive cutis laxa type 2
150,289866,Disorder of proline metabolism
150,414,Gyrate atrophy of choroid and retina
150,544488,Global developmental delay-alopecia-macrocephaly-facial dysmorphism-structural brain anomalies syndrome
150,289869,Disorder of ornithine metabolism
150,79185,Disorder of ornithine or proline metabolism
150,1361,Carnosinase deficiency
150,742,Prolidase deficiency
150,79187,Disorder of peptide metabolism
150,79253,Mild phenylketonuria
150,79254,Classic phenylketonuria
150,79651,Mild hyperphenylalaninemia
150,293284,Tetrahydrobiopterin-responsive hyperphenylalaninemia/phenylketonuria
150,716,Phenylketonuria
150,2209,Maternal phenylketonuria
150,284814,Disorder of phenylalanine metabolism
150,56,Alkaptonuria
150,2118,Hawkinsinuria
150,3402,Transient tyrosinemia of the newborn
150,882,Tyrosinemia type 1
150,28378,Tyrosinemia type 2
150,69723,Tyrosinemia type 3
150,101150,Autosomal recessive dopa-responsive dystonia
150,284818,Disorder of tyrosine metabolism
150,79190,Disorder of phenylalanin or tyrosine metabolism
150,3129,Sarcosinemia
150,289857,Neonatal glycine encephalopathy
150,289860,Infantile glycine encephalopathy
150,289863,Atypical glycine encephalopathy
150,407,Glycine encephalopathy
150,583602,Neu-Laxova syndrome due to phosphoserine aminotransferase deficiency
150,583607,Neu-Laxova syndrome due to 3-phosphoglycerate dehydrogenase deficiency
150,583612,Neu-Laxova syndrome due to 3-phosphoserine phosphatase deficiency
150,2671,Neu-Laxova syndrome
150,447997,Spastic tetraplegia-thin corpus callosum-progressive postnatal microcephaly syndrome
150,79351,"3-phosphoglycerate dehydrogenase deficiency, infantile/juvenile form"
150,79350,"3-phosphoserine phosphatase deficiency, infantile/juvenile form"
150,284417,"Phosphoserine aminotransferase deficiency, infantile/juvenile form"
150,583595,"Serine biosynthesis pathway deficiency, infantile/juvenile form"
150,35705,Neurometabolic disorder due to serine deficiency
150,243343,Dimethylglycine dehydrogenase deficiency
150,79194,Disorder of serine or glycine metabolism
150,289846,Glutathione synthetase deficiency with 5-oxoprolinuria
150,289849,Glutathione synthetase deficiency without 5-oxoprolinuria
150,32,Glutathione synthetase deficiency
150,33572,5-oxoprolinase deficiency
150,33573,Gamma-glutamyl transpeptidase deficiency
150,33574,Glutamate-cysteine ligase deficiency
150,79196,Disorder of the gamma-glutamyl cycle
150,268145,Classic maple syrup urine disease
150,268162,Intermediate maple syrup urine disease
150,268173,Intermittent maple syrup urine disease
150,268184,Thiamine-responsive maple syrup urine disease
150,511,Maple syrup urine disease
150,289307,Developmental delay due to methylmalonate semialdehyde dehydrogenase deficiency
150,308410,Autism-epilepsy syndrome due to branched chain ketoacid dehydrogenase kinase deficiency
150,79197,Disorder of branched-chain amino acid metabolism
150,2224,Hypertryptophanemia
150,79155,Hydroxykynureninuria
150,289829,Disorder of tryptophan metabolism
150,2203,Hyperlysinemia
150,3124,Saccharopinuria
150,79154,2-aminoadipic 2-oxoadipic aciduria
150,79156,Seizures-intellectual disability due to hydroxylysinuria syndrome
150,289832,Disorder of lysine and hydroxylysine metabolism
150,557056,Spastic ataxia-dysarthria due to glutaminase deficiency
150,557064,Neonatal epileptic encephalopathy due to glutaminase deficiency
150,71278,Congenital brain dysgenesis due to glutamine synthetase deficiency
150,289841,Disorder of glutamine metabolism
150,653880,Mitochondrial short-chain enoyl-CoA hydratase 1 deficiency
150,79314,L-2-hydroxyglutaric aciduria
150,79315,D-2-hydroxyglutaric aciduria
150,356978,"D,L-2-hydroxyglutaric aciduria"
150,19,2-hydroxyglutaric aciduria
150,25,Glutaryl-CoA dehydrogenase deficiency
150,314911,Severe Canavan disease
150,314918,Mild Canavan disease
150,141,Canavan disease
150,137754,Aminoacylase 1 deficiency
150,308448,Aminoacylase deficiency
150,85295,"HSD10 disease, atypical type"
150,391428,"HSD10 disease, infantile type"
150,391457,"HSD10 disease, neonatal type"
150,391417,HSD10 disease
150,79158,Cerebral organic aciduria
150,33,Isovaleric acidemia
150,79241,Biotinidase deficiency
150,79242,Holocarboxylase synthetase deficiency
150,148,Multiple carboxylase deficiency
150,79282,"Methylmalonic acidemia with homocystinuria, type cblC"
150,79283,"Methylmalonic acidemia with homocystinuria, type cblD"
150,79284,Methylmalonic acidemia with homocystinuria type cblF
150,369955,"Methylmalonic acidemia with homocystinuria, type cblJ"
150,369962,"Methylmalonic acidemia with homocystinuria, type cblX"
150,26,Methylmalonic acidemia with homocystinuria
150,134,Beta-ketothiolase deficiency
150,939,3-hydroxyisobutyric aciduria
150,20,3-hydroxy-3-methylglutaric aciduria
150,6,3-methylcrotonyl-CoA carboxylase deficiency
150,35,Propionic acidemia
150,79157,2-methylbutyryl-CoA dehydrogenase deficiency
150,79159,Isobutyryl-CoA dehydrogenase deficiency
150,88639,Neurodegeneration due to 3-hydroxyisobutyryl-CoA hydrolase deficiency
150,289504,Combined malonic and methylmalonic acidemia
150,505208,3-methylglutaconic aciduria type 8
150,111,Barth syndrome
150,66634,Dilated cardiomyopathy with ataxia
150,67046,3-methylglutaconic aciduria type 1
150,67047,3-methylglutaconic aciduria type 3
150,67048,3-methylglutaconic aciduria type 4
150,352328,MEGDEL syndrome
150,445038,3-methylglutaconic aciduria-neonatal cataract-neurologic involvement-congenital neutropenia syndrome
150,505216,3-methylglutaconic aciduria type 9
150,289902,3-methylglutaconic aciduria
150,79312,Vitamin B12-unresponsive methylmalonic acidemia type mut-
150,289916,Vitamin B12-unresponsive methylmalonic acidemia type mut0
150,27,Vitamin B12-unresponsive methylmalonic acidemia
150,79310,Vitamin B12-responsive methylmalonic acidemia type cblA
150,79311,Vitamin B12-responsive methylmalonic acidemia type cblB
150,308442,"Vitamin B12-responsive methylmalonic acidemia, type cblDv2"
150,28,Vitamin B12-responsive methylmalonic acidemia
150,308425,Methylmalonic acidemia due to methylmalonyl-CoA epimerase deficiency
150,293355,Methylmalonic acidemia without homocystinuria
150,79163,Classic organic aciduria
150,289899,Organic aciduria
150,2066,Gamma-aminobutyric acid transaminase deficiency
150,308407,Disorder of beta and omega amino acid metabolism
150,79432,Oculocutaneous albinism type 2
150,79433,Oculocutaneous albinism type 3
150,79435,Oculocutaneous albinism type 4
150,79431,Oculocutaneous albinism type 1A
150,79434,Oculocutaneous albinism type 1B
150,352734,Minimal pigment oculocutaneous albinism type 1
150,352737,Temperature-sensitive oculocutaneous albinism type 1
150,352731,Oculocutaneous albinism type 1
150,352745,Oculocutaneous albinism type 7
150,370091,Oculocutaneous albinism type 5
150,370097,Oculocutaneous albinism type 6
150,597733,Oculocutaneous albinism type 8
150,55,Oculocutaneous albinism
150,1000,Ocular albinism with late-onset sensorineural deafness
150,54,X-linked recessive ocular albinism
150,284804,Ocular albinism
150,352728,Disorder of melanin metabolism
150,391376,Congenital microcephaly-severe encephalopathy-progressive cerebral atrophy syndrome
150,391381,Disorder of asparagine metabolism
150,79062,Disorder of amino acid and other organic acid metabolism
150,348,"Fructose-1,6-bisphosphatase deficiency"
150,2880,Phosphoenolpyruvate carboxykinase deficiency
150,353308,"Pyruvate carboxylase deficiency, infantile type"
150,353314,"Pyruvate carboxylase deficiency, severe neonatal type"
150,353320,"Pyruvate carboxylase deficiency, benign type"
150,3008,Pyruvate carboxylase deficiency
150,79177,Gluconeogenesis disorder
150,284411,"Glycerol kinase deficiency, juvenile form"
150,284414,"Glycerol kinase deficiency, adult form"
150,408,Isolated glycerol kinase deficiency
150,261476,Xp21 deletion syndrome
150,308993,Glycerol kinase deficiency
150,79179,Disorder of glycerol metabolism
150,366,Glycogen storage disease due to glycogen debranching enzyme deficiency
150,206583,Adult polyglucosan body disease
150,308621,"Glycogen storage disease due to glycogen branching enzyme deficiency, progressive hepatic form"
150,308638,"Glycogen storage disease due to glycogen branching enzyme deficiency, non progressive hepatic form"
150,308655,"Glycogen storage disease due to glycogen branching enzyme deficiency, fatal perinatal neuromuscular form"
150,308670,"Glycogen storage disease due to glycogen branching enzyme deficiency, congenital neuromuscular form"
150,308684,"Glycogen storage disease due to glycogen branching enzyme deficiency, childhood combined hepatic and myopathic form"
150,308698,"Glycogen storage disease due to glycogen branching enzyme deficiency, childhood neuromuscular form"
150,308712,"Glycogen storage disease due to glycogen branching enzyme deficiency, adult neuromuscular form"
150,367,Glycogen storage disease due to glycogen branching enzyme deficiency
150,368,Glycogen storage disease due to muscle glycogen phosphorylase deficiency
150,369,Glycogen storage disease due to liver glycogen phosphorylase deficiency
150,371,Glycogen storage disease due to muscle phosphofructokinase deficiency
150,715,Glycogen storage disease due to muscle phosphorylase kinase deficiency
150,79240,Glycogen storage disease due to liver and muscle phosphorylase kinase deficiency
150,264580,Glycogen storage disease due to liver phosphorylase kinase deficiency
150,370,Glycogen storage disease due to phosphorylase kinase deficiency
150,79258,Glycogen storage disease due to glucose-6-phosphatase deficiency type Ia
150,79259,Glycogen storage disease due to glucose-6-phosphatase deficiency type Ib
150,364,Glycogen storage disease due to glucose-6-phosphatase deficiency
150,57,Glycogen storage disease due to aldolase A deficiency
150,713,Glycogen storage disease due to phosphoglycerate kinase 1 deficiency
150,2088,Fanconi-Bickel syndrome
150,284426,Glycogen storage disease due to lactate dehydrogenase M-subunit deficiency
150,284435,Glycogen storage disease due to lactate dehydrogenase H-subunit deficiency
150,2364,Glycogen storage disease due to lactate dehydrogenase deficiency
150,97234,Glycogen storage disease due to phosphoglycerate mutase deficiency
150,99849,Glycogen storage disease due to muscle beta-enolase deficiency
150,263297,Glycogen storage disease with severe cardiomyopathy due to glycogenin deficiency
150,2089,Glycogen storage disease due to hepatic glycogen synthase deficiency
150,137625,Glycogen storage disease due to muscle and heart glycogen synthase deficiency
150,308520,Glycogen storage disease due to glycogen synthase deficiency
150,397937,Polyglucosan body myopathy type 1
150,439854,Fatal congenital hypertrophic cardiomyopathy due to glycogen storage disease
150,456369,Polyglucosan body myopathy type 2
150,79201,Glycogen storage disease
150,868,Triose phosphate-isomerase deficiency
150,712,Hemolytic anemia due to glucophosphate isomerase deficiency
150,79299,Congenital glucokinase-related hyperinsulinism
150,308459,Disorder of glycolysis
150,469,Hereditary fructose intolerance
150,2056,Essential fructosuria
150,308463,Disorder of fructose metabolism
150,79237,Galactokinase deficiency
150,308473,Erythrocyte galactose epimerase deficiency
150,308487,Generalized galactose epimerase deficiency
150,79238,Galactose epimerase deficiency
150,79239,Classic galactosemia
150,570422,Galactose mutarotase deficiency
150,352,Galactosemia
150,308467,Disorder of galactose metabolism
150,941,D-glyceric aciduria
150,93599,Primary hyperoxaluria type 2
150,93600,Primary hyperoxaluria type 3
150,416,Primary hyperoxaluria
150,308998,Disorder of glyoxylate metabolism
150,35122,Congenital sucrase-isomaltase deficiency
150,53690,Congenital lactase deficiency
150,35710,Glucose-galactose malabsorption
150,69076,Familial renal glucosuria
150,71277,Classic glucose transporter type 1 deficiency syndrome
150,79178,Glucose transport disorder
150,103907,Chronic diarrhea due to glucoamylase deficiency
150,103909,Trehalase deficiency
150,165991,Exercise-induced hyperinsulinism
150,247794,Juvenile cataract-microcornea-renal glucosuria syndrome
150,309001,Disorder of carbohydrate absorption and transport
150,2843,Pentosuria
150,488618,Transketolase deficiency
150,101028,Transaldolase deficiency
150,440706,Ribose-5-P isomerase deficiency
150,440713,Isolated sedoheptulokinase deficiency
150,79186,Disorder of pentose phosphate metabolism
150,440701,Disorders of pentose/polyol metabolism
150,79161,Disorder of carbohydrate metabolism
150,330050,DNM1L-related encephalopathy due to mitochondrial and peroxisomal fission defect
150,485421,MFF-related encephalopathy due to mitochondrial and peroxisomal fission defect
150,527276,Encephalopathy due to mitochondrial and peroxisomal fission defect
150,611237,Parkinsonism with polyneuropathy
150,506,Leigh syndrome
150,1561,Fatal infantile cytochrome C oxidase deficiency
150,1168,Ataxia-oculomotor apraxia type 1
150,139485,Autosomal recessive ataxia due to ubiquinone deficiency
150,254898,Deafness-encephaloneuropathy-obesity-valvulopathy syndrome
150,280406,Familial steroid-resistant nephrotic syndrome with sensorineural deafness
150,319678,Encephalopathy-hypertrophic cardiomyopathy-renal tubular disease syndrome
150,457185,Neonatal encephalomyopathy-cardiomyopathy-respiratory distress syndrome
150,658778,COQ7-related distal hereditary motor neuropathy
150,35656,Coenzyme Q10 deficiency
150,2598,Mitochondrial myopathy and sideroblastic anemia
150,642945,Perrault syndrome type 1
150,642976,Perrault syndrome type 2
150,2855,Perrault syndrome
150,99013,Spastic paraplegia type 7
150,101109,Spinocerebellar ataxia type 28
150,137681,Hepatoencephalopathy due to combined oxidative phosphorylation defect type 1
150,137898,Leukoencephalopathy with brain stem and spinal cord involvement-high lactate syndrome
150,137908,Hypotonia with lactic acidemia and hyperammonemia
150,166073,Pontocerebellar hypoplasia type 6
150,168566,Fatal mitochondrial disease due to combined oxidative phosphorylation defect type 3
150,217371,Acute infantile liver failure due to synthesis defect of mtDNA-encoded proteins
150,238329,Severe X-linked mitochondrial encephalomyopathy
150,254343,Autosomal recessive spastic ataxia-optic atrophy-dysarthria syndrome
150,254920,Combined oxidative phosphorylation defect type 2
150,254925,Combined oxidative phosphorylation defect type 4
150,314051,Leukoencephalopathy-thalamus and brainstem anomalies-high lactate syndrome
150,314603,Autosomal recessive spastic ataxia with leukoencephalopathy
150,314637,Mitochondrial hypertrophic cardiomyopathy with lactic acidosis due to MTO1 deficiency
150,319504,Combined oxidative phosphorylation defect type 8
150,319509,Combined oxidative phosphorylation defect type 9
150,319514,Combined oxidative phosphorylation defect type 13
150,319519,Combined oxidative phosphorylation defect type 14
150,319524,Combined oxidative phosphorylation defect type 15
150,324535,Combined oxidative phosphorylation defect type 11
150,352563,Infantile hypertrophic cardiomyopathy due to MRPL44 deficiency
150,363694,Hyperuricemia-pulmonary hypertension-renal failure-alkalosis syndrome
150,369913,Combined oxidative phosphorylation defect type 17
150,420728,Combined oxidative phosphorylation defect type 20
150,420733,Combined oxidative phosphorylation defect type 21
150,436174,Cataract-growth hormone deficiency-sensory neuropathy-sensorineural hearing loss-skeletal dysplasia syndrome
150,444013,Combined oxidative phosphorylation defect type 23
150,444458,Combined oxidative phosphorylation defect type 24
150,447954,Combined oxidative phosphorylation defect type 25
150,565624,Combined oxidative phosphorylation defect type 39
150,528091,Hydrops-lactic acidosis-sideroblastic anemia-multisystemic failure syndrome
150,457223,Syndromic sensorineural deafness due to combined oxidative phosphorylation defect
150,478042,Combined oxidative phosphorylation defect type 30
150,466784,Neonatal severe cardiopulmonary failure due to mitochondrial methylation defect
150,477774,Combined oxidative phosphorylation defect type 27
150,254930,Combined oxidative phosphorylation defect type 7
150,320375,Autosomal recessive spastic paraplegia type 55
150,497623,C12ORF65-related combined oxidative phosphorylation defect
150,477684,Combined oxidative phosphorylation defect type 26
150,466722,Autosomal recessive spastic paraplegia type 77
150,478029,Combined oxidative phosphorylation defect type 29
150,570491,QRSL1-related combined oxidative phosphorylation defect
150,572798,WARS2-related combined oxidative phosphorylation defect
150,35696,Mitochondrial disorder due to a defect in mitochondrial protein synthesis
150,199337,Pancreatic insufficiency-anemia-hyperostosis syndrome
150,50812,Zellweger-like syndrome without peroxisomal anomalies
150,67036,Autosomal dominant optic atrophy and cataract
150,98673,"Autosomal dominant optic atrophy, classic form"
150,166105,FASTKD2-related infantile mitochondrial encephalomyopathy
150,227976,"Autosomal recessive optic atrophy, OPA7 type"
150,250932,Autosomal dominant optic atrophy and peripheral neuropathy
150,391348,Growth and developmental delay-hypotonia-vision impairment-lactic acidosis syndrome
150,436271,Non-progressive predominantly posterior cavitating leukoencephalopathy with peripheral neuropathy
150,457050,Autosomal dominant mitochondrial myopathy with exercise intolerance
150,254822,Mitochondrial oxidative phosphorylation disorder with no known mechanism
150,543470,Optic atrophy-ataxia-peripheral neuropathy-global developmental delay syndrome
150,1194,TMEM70-related mitochondrial encephalo-cardio-myopathy
150,123,Björnstad syndrome
150,53693,GRACILE syndrome
150,43115,Hereditary myopathy with lactic acidosis due to ISCU deficiency
150,99901,Acyl-CoA dehydrogenase 9 deficiency
150,254843,Exercise intolerance with lactic acidosis
150,254902,Renal tubulopathy-encephalopathy-liver failure syndrome
150,569290,Multiple mitochondrial dysfunctions syndrome type 6
150,363424,Multiple mitochondrial dysfunctions syndrome type 3
150,401869,Multiple mitochondrial dysfunctions syndrome type 1
150,401874,Multiple mitochondrial dysfunctions syndrome type 2
150,457406,Multiple mitochondrial dysfunctions syndrome type 4
150,569274,Multiple mitochondrial dysfunctions syndrome type 5
150,289573,Multiple mitochondrial dysfunctions syndrome
150,397593,Severe neonatal lactic acidosis due to NFS1-ISD11 complex deficiency
150,542585,Auditory neuropathy-optic atrophy syndrome
150,309136,Mitochondrial disorder due to a defect in assembly or maturation of the respiratory chain complexes
150,330054,Congenital cataract-progressive muscular hypotonia-hearing loss-developmental delay syndrome
150,298,Mitochondrial neurogastrointestinal encephalomyopathy
150,1933,"Mitochondrial DNA depletion syndrome, encephalomyopathic form with methylmalonic aciduria"
150,17,Fatal infantile lactic acidosis with methylmalonic aciduria
150,255235,"Mitochondrial DNA depletion syndrome, encephalomyopathic form with renal tubulopathy"
150,369897,"Mitochondrial DNA depletion syndrome, encephalomyopathic form with variable craniofacial anomalies"
150,254803,"Mitochondrial DNA depletion syndrome, encephalomyopathic form"
150,1186,Infantile-onset spinocerebellar ataxia
150,726,Alpers-Huttenlocher syndrome
150,255229,Navajo neurohepatopathy
150,279934,"Mitochondrial DNA depletion syndrome, hepatocerebral form due to DGUOK deficiency"
150,363534,"Mitochondrial DNA depletion syndrome, hepatocerebrorenal form"
150,254871,"Mitochondrial DNA depletion syndrome, hepatocerebral form"
150,254875,"Mitochondrial DNA depletion syndrome, myopathic form"
150,313772,Early-onset spastic ataxia-myoclonic epilepsy-neuropathy syndrome
150,35698,Mitochondrial DNA depletion syndrome
150,1215,Autosomal dominant optic atrophy plus syndrome
150,70595,Sensory ataxic neuropathy-dysarthria-ophthalmoparesis syndrome
150,94125,Recessive mitochondrial ataxia syndrome
150,254881,Spinocerebellar ataxia with epilepsy
150,254818,Ataxia neuropathy spectrum
150,254886,Autosomal recessive progressive external ophthalmoplegia
150,254892,Autosomal dominant progressive external ophthalmoplegia
150,329314,Adult-onset multiple mitochondrial DNA deletion syndrome due to DGUOK deficiency
150,352470,DNA2-related mitochondrial DNA deletion syndrome
150,254807,Multiple mitochondrial DNA deletion syndrome
150,352447,Progressive external ophthalmoplegia-myopathy-emaciation syndrome
150,352456,Mitochondrial DNA maintenance syndrome
150,391351,SURF1-related Charcot-Marie-Tooth disease type 4
150,435998,Autosomal recessive intermediate Charcot-Marie-Tooth disease type D
150,478049,Lethal left ventricular non-compaction-seizures-hypotonia-cataract-developmental delay syndrome
150,70472,"Congenital lactic acidosis, Saguenay-Lac-Saint-Jean type"
150,2443,Mitochondrial oxidative phosphorylation disorder due to nuclear DNA anomalies
150,480,Kearns-Sayre syndrome
150,699,Pearson syndrome
150,663,Mitochondrial DNA-related progressive external ophthalmoplegia
150,1670,Chronic diarrhea with villous atrophy
150,329336,Adult-onset chronic progressive external ophthalmoplegia with mitochondrial myopathy
150,254767,Mitochondrial oxidative phosphorylation disorder due to a large-scale single deletion of mitochondrial DNA
150,550,MELAS
150,551,MERRF
150,104,Leber hereditary optic neuropathy
150,644,NARP syndrome
150,90641,Rare mitochondrial non-syndromic sensorineural deafness
150,99718,Leber plus disease
150,2596,Myopathy and diabetes mellitus
150,254854,Pure mitochondrial myopathy
150,254857,Lethal infantile mitochondrial myopathy
150,254864,Mitochondrial myopathy with reversible cytochrome C oxidase deficiency
150,254788,Mitochondrial DNA-related mitochondrial myopathy
150,254851,Mitochondrial DNA-related dystonia
150,255210,Mitochondrial DNA-associated Leigh syndrome
150,324525,Hypertrophic cardiomyopathy with kidney anomalies due to mitochondrial DNA mutation
150,397750,Periodic paralysis with later-onset distal motor neuropathy
150,620371,Gitelman-like kidney tubulopathy due to mitochondrial DNA mutation
150,1349,Mitochondrial DNA-related cardiomyopathy and hearing loss
150,254776,Mitochondrial oxidative phosphorylation disorder due to a point mutation of mitochondrial DNA
150,254758,Mitochondrial oxidative phosphorylation disorder due to mitochondrial DNA anomalies
150,2609,Isolated complex I deficiency
150,3208,Isolated succinate-CoQ reductase deficiency
150,1460,Isolated complex III deficiency
150,254905,Isolated cytochrome C oxidase deficiency
150,254913,Isolated ATP synthase deficiency
150,254846,Isolated oxidative phosphorylation complex disorder
150,223713,Mitochondrial oxidative phosphorylation disorder
150,1369,Congenital cataract-hypertrophic cardiomyopathy-mitochondrial myopathy syndrome
150,91130,Cardiomyopathy-hypotonia-lactic acidosis syndrome
150,255132,Adult-onset autosomal recessive sideroblastic anemia
150,353217,Epileptic encephalopathy with global cerebral demyelination
150,254830,Mitochondrial substrate carrier disorder
150,52368,Mohr-Tranebjaerg syndrome
150,254834,Mitochondrial protein import disorder
150,254827,Mitochondrial membrane transport disorder
150,496790,Ocular anomalies-axonal neuropathy-developmental delay syndrome
150,502423,Mitochondrial myopathy-cerebellar ataxia-pigmentary retinopathy syndrome
150,656279,1p36.33 duplication syndrome
150,2802,X-linked sideroblastic anemia and spinocerebellar ataxia
150,51188,Ethylmalonic encephalopathy
150,98672,Autosomal dominant optic atrophy
150,137675,Histiocytoid cardiomyopathy
150,2597,Mitochondrial myopathy-lactic acidosis-deafness syndrome
150,254837,Unspecified mitochondrial disorder
150,2394,Pyruvate dehydrogenase E3 deficiency
150,401859,Lipoic acid synthetase deficiency
150,401862,Lipoyl transferase 1 deficiency
