data,AverageAgeOfOnset,Date,DisorderGroup,ORPHAcode,OrphanetURL,Preferred term,TypeOfInheritance,Typology
2167,"['Antenatal', 'Neonatal']",2024-12-03 07:13:23,Disorder,2167,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2167,Holzgreve syndrome,,Malformation syndrome
2169,['Childhood'],2024-12-03 07:13:23,Subtype of disorder,2169,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2169,Methylcobalamin deficiency type cblE,['Autosomal recessive'],Clinical subtype
2170,['All ages'],2024-12-03 07:13:23,Subtype of disorder,2170,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2170,Methylcobalamin deficiency type cblG,['Autosomal recessive'],Clinical subtype
2172,['Neonatal'],2024-12-03 07:13:23,Disorder,2172,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2172,Microcephaly-glomerulonephritis-marfanoid habitus syndrome,['Autosomal recessive'],Malformation syndrome
2176,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Subtype of disorder,2176,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2176,Infantile systemic hyalinosis,['Autosomal recessive'],Clinical subtype
2177,"['Antenatal', 'Neonatal']",2024-12-03 07:13:23,Disorder,2177,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2177,Hydranencephaly,"['Autosomal recessive', 'Unknown']",Malformation syndrome
2180,['Neonatal'],2024-12-03 07:13:23,Disorder,2180,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2180,Hydrocephalus-costovertebral dysplasia-Sprengel anomaly syndrome,['Unknown'],Malformation syndrome
2181,['Infancy'],2024-12-03 07:13:23,Disorder,2181,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2181,Hydrocephaly-tall stature-joint laxity syndrome,['Autosomal recessive'],Malformation syndrome
2182,"['Antenatal', 'Neonatal']",2024-12-03 07:13:23,Subtype of disorder,2182,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2182,Hydrocephalus with stenosis of the aqueduct of Sylvius,['X-linked recessive'],Clinical subtype
2183,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,2183,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2183,Hydrocephalus-obesity-hypogonadism syndrome,['X-linked recessive'],Malformation syndrome
2184,['Neonatal'],2024-12-03 07:13:23,Disorder,2184,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2184,Hydrocephaly-low insertion umbilicus syndrome,,Malformation syndrome
2185,['Antenatal'],2024-12-03 07:13:23,Disorder,2185,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2185,Congenital hydrocephalus,['Not applicable'],Malformation syndrome
2186,['No data available'],2024-12-03 07:13:23,Disorder,2186,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2186,Hydrocephalus-blue sclerae-nephropathy syndrome,['Unknown'],Malformation syndrome
2189,"['Antenatal', 'Neonatal']",2024-12-03 07:13:23,Disorder,2189,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2189,Hydrolethalus,['Autosomal recessive'],Malformation syndrome
2195,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,2195,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2195,Dicarboxylic aminoaciduria,,Disease
2196,['Childhood'],2024-12-03 07:13:23,Subtype of disorder,2196,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2196,Primary hypomagnesemia with hypercalciuria and nephrocalcinosis with severe ocular involvement,['Autosomal recessive'],Clinical subtype
2197,"['Adolescent', 'Adult', 'Childhood']",2024-12-03 07:13:23,Disorder,2197,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2197,Idiopathic hypercalciuria,['Autosomal dominant'],Disease
2198,"['Adolescent', 'Adult']",2024-12-03 07:13:23,Disorder,2198,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2198,Palmoplantar keratoderma-esophageal carcinoma syndrome,['Autosomal dominant'],Disease
2199,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,2199,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2199,Epidermolytic palmoplantar keratoderma,,Disease
2200,['Childhood'],2024-12-03 07:13:23,Disorder,2200,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2200,Focal palmoplantar and gingival keratoderma,,Disease
2201,['All ages'],2024-12-03 07:13:23,Disorder,2201,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2201,Palmoplantar keratoderma-spastic paralysis syndrome,['Autosomal dominant'],Disease
2202,['Childhood'],2024-12-03 07:13:23,Disorder,2202,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2202,Palmoplantar keratoderma-deafness syndrome,"['Autosomal dominant', 'Mitochondrial inheritance']",Disease
2203,['All ages'],2024-12-03 07:13:23,Disorder,2203,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2203,Hyperlysinemia,['Autosomal recessive'],Disease
2204,['Antenatal'],2024-12-03 07:13:23,Subtype of disorder,2204,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2204,"Dysplastic cortical hyperostosis, Kozlowski-Tsuruta type",,Clinical subtype
2206,['Adult'],2024-12-03 07:13:23,Disorder,2206,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2206,Ankylosing vertebral hyperostosis with tylosis,['Autosomal dominant'],Malformation syndrome
2207,['Childhood'],2024-12-03 07:13:23,Group of disorders,2207,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2207,Familial primary hyperparathyroidism,['Autosomal dominant'],Clinical group
2209,"['Antenatal', 'Neonatal']",2024-12-03 07:13:23,Disorder,2209,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2209,Maternal phenylketonuria,['Autosomal recessive'],Malformation syndrome
2211,['Neonatal'],2024-12-03 07:13:23,Disorder,2211,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2211,Hypertelorism-hypospadias-polysyndactyly syndrome,['Autosomal recessive'],Malformation syndrome
2213,"['Antenatal', 'Neonatal']",2024-12-03 07:13:23,Disorder,2213,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2213,Hypertelorism-microtia-facial clefting syndrome,['Autosomal recessive'],Malformation syndrome
2215,['Neonatal'],2024-12-03 07:13:23,Disorder,2215,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2215,Multiple pterygium-malignant hyperthermia syndrome,['Autosomal recessive'],Malformation syndrome
2216,"['Antenatal', 'Neonatal']",2024-12-03 07:13:23,Disorder,2216,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2216,Maternal hyperthermia-induced birth defects,,Malformation syndrome
2218,['Childhood'],2024-12-03 07:13:23,Disorder,2218,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2218,Cervical hypertrichosis-peripheral neuropathy syndrome,['Autosomal recessive'],Disease
2220,['Childhood'],2024-12-03 07:13:23,Disorder,2220,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2220,Hypertrichosis cubiti,['Autosomal dominant'],Malformation syndrome
2221,['Adult'],2024-12-03 07:13:23,Disorder,2221,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2221,Acquired hypertrichosis lanuginosa,['Not applicable'],Disease
2222,['Childhood'],2024-12-03 07:13:23,Disorder,2222,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2222,Hypertrichosis lanuginosa congenita,['Autosomal dominant'],Disease
2224,"['Childhood', 'Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,2224,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2224,Hypertryptophanemia,['Autosomal recessive'],Disease
2228,['Childhood'],2024-12-03 07:13:23,Disorder,2228,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2228,Hypodontia-dysplasia of nails syndrome,['Autosomal dominant'],Malformation syndrome
2229,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,2229,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2229,Dilated cardiomyopathy-hypergonadotropic hypogonadism syndrome,['Autosomal recessive'],Malformation syndrome
2230,['Childhood'],2024-12-03 07:13:23,Disorder,2230,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2230,Hypogonadotropic hypogonadism-frontoparietal alopecia syndrome,['Autosomal dominant'],Disease
2232,['Neonatal'],2024-12-03 07:13:23,Disorder,2232,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2232,Primary hypergonadotropic hypogonadism-partial alopecia syndrome,['Autosomal recessive'],Disease
2233,['Infancy'],2024-12-03 07:13:23,Disorder,2233,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2233,Hypogonadism-mitral valve prolapse-intellectual disability syndrome,['Unknown'],Disease
2234,['Neonatal'],2024-12-03 07:13:23,Disorder,2234,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2234,Male hypergonadotropic hypogonadism-intellectual disability-skeletal anomalies syndrome,['Unknown'],Malformation syndrome
2235,['No data available'],2024-12-03 07:13:23,Disorder,2235,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2235,Hypogonadotropic hypogonadism-retinitis pigmentosa syndrome,['Unknown'],Disease
2237,['All ages'],2024-12-03 07:13:23,Disorder,2237,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2237,Hypoparathyroidism-sensorineural deafness-renal disease syndrome,['Autosomal dominant'],Malformation syndrome
2238,['All ages'],2024-12-03 07:13:23,Disorder,2238,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2238,Familial isolated hypoparathyroidism,"['Autosomal dominant', 'Autosomal recessive', 'X-linked recessive']",Disease
2239,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Subtype of disorder,2239,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2239,Familial isolated hypoparathyroidism due to agenesis of parathyroid gland,"['Autosomal recessive', 'X-linked recessive']",Clinical subtype
2241,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,2241,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2241,Megacystis-microcolon-intestinal hypoperistalsis syndrome,"['Autosomal dominant', 'Autosomal recessive']",Malformation syndrome
2246,['Infancy'],2024-12-03 07:13:23,Disorder,2246,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2246,Cerebellar hypoplasia-tapetoretinal degeneration syndrome,,Malformation syndrome
2248,"['Antenatal', 'Neonatal']",2024-12-03 07:13:23,Disorder,2248,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2248,Hypoplastic left heart syndrome,['Unknown'],Morphological anomaly
2249,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,2249,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2249,Ulna hypoplasia-intellectual disability syndrome,['Autosomal recessive'],Malformation syndrome
2250,"['Antenatal', 'Neonatal']",2024-12-03 07:13:23,Disorder,2250,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2250,Hyposmia-nasal and ocular hypoplasia-hypogonadotropic hypogonadism syndrome,"['Autosomal dominant', 'Unknown']",Disease
2251,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,2251,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2251,Thumb deformity-alopecia-pigmentation anomaly syndrome,,Malformation syndrome
2252,['Neonatal'],2024-12-03 07:13:23,Disorder,2252,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2252,Radial hypoplasia-triphalangeal thumbs-hypospadias-maxillary diastema syndrome,,Malformation syndrome
2253,['Adult'],2024-12-03 07:13:23,Disorder,2253,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2253,Foveal hypoplasia-presenile cataract syndrome,['Autosomal dominant'],Disease
2254,['Neonatal'],2024-12-03 07:13:23,Disorder,2254,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2254,Pontocerebellar hypoplasia type 1,['Autosomal recessive'],Malformation syndrome
2255,['All ages'],2024-12-03 07:13:23,Disorder,2255,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2255,Pancreatic hypoplasia-diabetes-congenital heart disease syndrome,['Autosomal dominant'],Disease
2256,"['Antenatal', 'Neonatal']",2024-12-03 07:13:23,Disorder,2256,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2256,Fibulo-ulnar hypoplasia-renal anomalies syndrome,,Malformation syndrome
2257,['Neonatal'],2024-12-03 07:13:23,Disorder,2257,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2257,Primary pulmonary hypoplasia,,Morphological anomaly
2260,['All ages'],2024-12-03 07:13:23,Disorder,2260,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2260,Oligomeganephronia,['Multigenic/multifactorial'],Morphological anomaly
2261,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,2261,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2261,"Hypospadias-intellectual disability, Goldblatt type syndrome",,Malformation syndrome
2266,"['Childhood', 'Infancy']",2024-12-03 07:13:23,Disorder,2266,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2266,"Hypotrichosis-intellectual disability, Lopes type",['Autosomal recessive'],Disease
2268,['Childhood'],2024-12-03 07:13:23,Disorder,2268,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2268,ICF syndrome,['Autosomal recessive'],Malformation syndrome
2269,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,2269,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2269,Ichthyosis-alopecia-eclabion-ectropion-intellectual disability syndrome,['Autosomal recessive'],Disease
2271,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,2271,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2271,Congenital ichthyosis-microcephalus-tetraplegia syndrome,['Unknown'],Disease
2272,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,2272,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2272,Ichthyosis-oral and digital anomalies syndrome,['Autosomal recessive'],Malformation syndrome
2273,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,2273,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2273,Ichthyosis follicularis-alopecia-photophobia syndrome,"['Autosomal dominant', 'Not applicable', 'X-linked recessive']",Disease
2274,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,2274,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2274,Ichthyosis-hepatosplenomegaly-cerebellar degeneration syndrome,"['Autosomal recessive', 'X-linked recessive']",Disease
2278,['Neonatal'],2024-12-03 07:13:23,Disorder,2278,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2278,Ichthyosis-intellectual disability-dwarfism-renal impairment syndrome,,Malformation syndrome
2282,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,2282,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2282,Dysmorphism-short stature-deafness-difference of sex development syndrome,['Autosomal recessive'],Malformation syndrome
2285,['All ages'],2024-12-03 07:13:23,Disorder,2285,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2285,Primary basilar invagination,['Autosomal dominant'],Morphological anomaly
2287,"['Adolescent', 'Adult', 'Childhood']",2024-12-03 07:13:23,Disorder,2287,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2287,Fused mandibular incisors,,Morphological anomaly
2289,"['Adolescent', 'Adult', 'Childhood', 'Infancy']",2024-12-03 07:13:23,Disorder,2289,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2289,Neuronal intranuclear inclusion disease,,Disease
2290,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,2290,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2290,Microvillus inclusion disease,['Autosomal recessive'],Disease
2291,['Neonatal'],2024-12-03 07:13:23,Disorder,2291,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2291,Congenital velopharyngeal incompetence,['Autosomal dominant'],Morphological anomaly
2295,"['Adolescent', 'Childhood', 'Infancy']",2024-12-03 07:13:23,Disorder,2295,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2295,Familial articular hypermobility syndrome,['Autosomal dominant'],Disease
2297,['Childhood'],2024-12-03 07:13:23,Disorder,2297,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2297,Insulin-resistance syndrome type A,"['Autosomal dominant', 'Autosomal recessive']",Disease
2298,"['Adolescent', 'Adult', 'Childhood', 'Elderly']",2024-12-03 07:13:23,Disorder,2298,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2298,Insulin-resistance syndrome type B,['Not applicable'],Disease
2299,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,2299,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2299,Aortic arch interruption,['Not applicable'],Morphological anomaly
2300,"['Antenatal', 'Neonatal']",2024-12-03 07:13:23,Disorder,2300,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2300,Multiple intestinal atresia,['Autosomal recessive'],Morphological anomaly
2301,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,2301,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2301,Congenital short bowel syndrome,"['Autosomal recessive', 'X-linked recessive']",Morphological anomaly
2302,['All ages'],2024-12-03 07:13:23,Disorder,2302,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2302,Asbestos intoxication,,Disease
2305,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,2305,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2305,Isotretinoin syndrome,['Not applicable'],Malformation syndrome
2306,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,2306,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2306,Isotretinoin-like syndrome,"['Autosomal recessive', 'X-linked recessive']",Malformation syndrome
2307,"['Antenatal', 'Neonatal']",2024-12-03 07:13:23,Disorder,2307,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2307,IVIC syndrome,['Autosomal dominant'],Malformation syndrome
2308,['Antenatal'],2024-12-03 07:13:23,Disorder,2308,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2308,Jacobsen syndrome,"['Not applicable', 'Unknown']",Malformation syndrome
2309,['All ages'],2024-12-03 07:13:23,Disorder,2309,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2309,Pachyonychia congenita,"['Autosomal dominant', 'Autosomal recessive']",Disease
2310,['Antenatal'],2024-12-03 07:13:23,Disorder,2310,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2310,Absence deformity of leg-cataract syndrome,,Malformation syndrome
2311,"['Antenatal', 'Neonatal']",2024-12-03 07:13:23,Disorder,2311,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2311,Autosomal recessive spondylocostal dysostosis,['Autosomal recessive'],Malformation syndrome
2312,['Neonatal'],2024-12-03 07:13:23,Disorder,2312,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2312,Transient familial neonatal hyperbilirubinemia,,Disease
2314,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,2314,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2314,Autosomal dominant hyper-IgE syndrome due to STAT3 deficiency,['Autosomal dominant'],Disease
2315,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,2315,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2315,Johanson-Blizzard syndrome,['Autosomal recessive'],Malformation syndrome
2316,['Childhood'],2024-12-03 07:13:23,Disorder,2316,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2316,Johnson neuroectodermal syndrome,['Autosomal dominant'],Malformation syndrome
2318,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,2318,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2318,Joubert syndrome with oculorenal defect,['Autosomal recessive'],Malformation syndrome
2319,"['Antenatal', 'Neonatal']",2024-12-03 07:13:23,Disorder,2319,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2319,Juberg-Hayward syndrome,"['Autosomal dominant', 'Autosomal recessive']",Malformation syndrome
2321,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,2321,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2321,Jung syndrome,,Malformation syndrome
2322,"['Antenatal', 'Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,2322,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2322,Kabuki syndrome,"['Autosomal dominant', 'Not applicable']",Malformation syndrome
2323,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,2323,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2323,Sanjad-Sakati syndrome,['Autosomal recessive'],Malformation syndrome
2324,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,2324,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2324,Osteopenia-intellectual disability-sparse hair syndrome,['Autosomal recessive'],Malformation syndrome
2325,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,2325,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2325,Epidermolysis bullosa simplex with anodontia/hypodontia,,Malformation syndrome
2326,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,2326,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2326,Kallmann syndrome-heart disease syndrome,['Autosomal recessive'],Malformation syndrome
2328,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,2328,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2328,Kapur-Toriello syndrome,['Autosomal recessive'],Malformation syndrome
2329,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,2329,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2329,Karsch-Neugebauer syndrome,['Autosomal dominant'],Malformation syndrome
2330,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,2330,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2330,Kasabach-Merritt phenomenon,['Not applicable'],Particular clinical situation in a disease or syndrome
2331,"['Adolescent', 'Adult', 'Childhood', 'Infancy']",2024-12-03 07:13:23,Disorder,2331,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2331,Kawasaki disease,['Multigenic/multifactorial'],Disease
2332,"['Adolescent', 'Childhood', 'Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,2332,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2332,KBG syndrome,['Autosomal dominant'],Malformation syndrome
2333,['Childhood'],2024-12-03 07:13:23,Disorder,2333,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2333,Kenny-Caffey syndrome,"['Autosomal dominant', 'Autosomal recessive']",Malformation syndrome
2334,['Childhood'],2024-12-03 07:13:23,Disorder,2334,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2334,Autosomal dominant keratitis,['Autosomal dominant'],Disease
2337,"['Childhood', 'Infancy']",2024-12-03 07:13:23,Disorder,2337,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2337,"Diffuse palmoplantar keratoderma, Bothnian type",['Autosomal dominant'],Disease
2338,,2024-12-03 07:13:23,Group of disorders,2338,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2338,Isolated punctate palmoplantar keratoderma,['Autosomal dominant'],Clinical group
2339,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,2339,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2339,Keratosis follicularis-dwarfism-cerebral atrophy syndrome,['X-linked recessive'],Malformation syndrome
2340,['Childhood'],2024-12-03 07:13:23,Disorder,2340,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2340,Keratosis follicularis spinulosa decalvans,"['Autosomal dominant', 'Autosomal recessive', 'X-linked recessive']",Disease
2342,"['Childhood', 'Infancy']",2024-12-03 07:13:23,Disorder,2342,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2342,Haim-Munk syndrome,['Autosomal recessive'],Disease
2345,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,2345,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2345,Isolated Klippel-Feil syndrome,"['Autosomal dominant', 'Autosomal recessive', 'Not applicable']",Malformation syndrome
2346,"['Adolescent', 'Childhood', 'Infancy']",2024-12-03 07:13:23,Group of disorders,2346,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2346,Angioosteohypertrophic syndrome,"['Autosomal dominant', 'Not applicable']",Clinical group
2347,['Neonatal'],2024-12-03 07:13:23,Disorder,2347,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2347,Lethal Kniest-like dysplasia,['Autosomal recessive'],Malformation syndrome
2348,"['Adolescent', 'Adult', 'Childhood', 'Elderly']",2024-12-03 07:13:23,Disorder,2348,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2348,"Familial partial lipodystrophy, Dunnigan type",['Autosomal dominant'],Disease
2349,['Childhood'],2024-12-03 07:13:23,Disorder,2349,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2349,Muscular pseudohypertrophy-hypothyroidism syndrome,,Disease
2351,"['Antenatal', 'Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,2351,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2351,Kousseff syndrome,,Malformation syndrome
2353,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,2353,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2353,Schilbach-Rott syndrome,['Autosomal dominant'],Malformation syndrome
2356,['Childhood'],2024-12-03 07:13:23,Disorder,2356,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2356,Arachnoid cyst,"['Autosomal recessive', 'Not applicable']",Morphological anomaly
